hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year
2015-01-02T06,37.22,35.81,3.24,0.95,1.0,1021.65,7.39,9.0,,cloudy,Overcast,2015
2015-01-02T07,37.25,35.82,2.91,0.94,,1021.46,9.52,20.0,,clear-night,Clear,2015
2015-01-02T08,37.21,35.95,2.06,0.95,,1022.84,8.84,350.0,rain,clear-day,Clear,2015
2015-01-02T09,37.34,36.09,1.59,0.95,1.0,1022.71,7.9,10.0,rain,fog,Foggy,2015
2015-01-02T10,38.19,36.77,2.54,0.95,,1023.26,9.67,2.0,rain,clear-day,Clear,2015
2015-01-02T11,38.23,36.85,7.09,0.95,,1023.05,9.8,353.0,rain,clear-day,Clear,2015
2015-01-02T12,38.5,37.07,2.62,0.95,1.0,1021.6,7.91,6.0,rain,rain,Light Rain,2015
2015-01-02T13,39.2,37.03,3.89,0.92,,1019.68,8.54,8.0,rain,clear-day,Clear,2015
2015-01-02T14,39.63,37.33,6.86,0.91,,1018.69,10.93,356.0,rain,clear-day,Clear,2015
2015-01-02T15,39.54,37.39,8.59,0.92,1.0,1018.0,9.73,21.0,rain,cloudy,Overcast,2015
2015-01-02T16,40.24,38.68,2.29,0.94,,1018.01,7.04,2.0,rain,clear-day,Clear,2015
2015-01-02T17,40.21,38.72,2.14,0.94,,1017.82,6.86,12.0,rain,clear-day,Clear,2015
2015-01-02T18,40.26,38.79,2.46,0.94,1.0,1017.11,8.65,23.0,rain,cloudy,Overcast,2015
2015-01-02T19,40.3,39.09,3.78,0.95,,1016.95,6.97,34.0,rain,clear-night,Clear,2015
2015-01-02T20,40.25,38.99,4.28,0.95,,1016.4,6.19,2.0,rain,clear-night,Clear,2015
2015-01-02T21,40.27,39.08,3.77,0.95,1.0,1015.92,6.4,355.0,rain,cloudy,Overcast,2015
2015-01-02T22,40.31,39.72,3.14,0.98,,1015.74,6.36,318.0,rain,clear-night,Clear,2015
2015-01-02T23,40.27,39.11,3.14,0.96,,1015.53,10.77,303.0,rain,clear-night,Clear,2015
2015-01-03T00,40.25,39.03,4.76,0.95,1.0,1013.67,8.0,2.0,rain,rain,Rain,2015
2015-01-03T01,40.21,38.98,6.17,0.95,,1015.32,6.95,272.0,rain,rain,Rain,2015
2015-01-03T02,40.13,38.92,6.61,0.95,,1012.23,0.59,335.0,rain,rain,Light Rain,2015
2015-01-03T03,40.2,39.0,9.69,0.95,0.95,1011.29,4.52,68.0,rain,cloudy,Overcast,2015
2015-01-03T04,40.14,38.98,9.88,0.96,0.31,1011.65,8.83,252.0,rain,partly-cloudy-night,Partly Cloudy,2015
2015-01-03T05,40.1,38.77,9.94,0.95,,1012.72,9.75,269.0,,clear-night,Clear,2015
2015-01-03T06,39.95,37.82,9.93,0.92,1.0,1013.91,7.69,281.0,,cloudy,Overcast,2015
2015-01-03T07,39.73,37.03,9.82,0.9,0.31,1013.64,11.5,306.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-03T08,39.0,36.51,10.0,0.91,0.31,1013.53,7.44,304.0,,partly-cloudy-day,Partly Cloudy,2015
2015-01-03T09,39.35,36.42,10.0,0.89,0.98,1014.5,8.76,286.0,,cloudy,Overcast,2015
2015-01-03T10,40.29,36.28,10.0,0.85,0.31,1015.44,9.28,291.0,,partly-cloudy-day,Partly Cloudy,2015
2015-01-03T11,41.35,36.35,10.0,0.82,,1015.43,4.86,239.0,,clear-day,Clear,2015
2015-01-03T12,43.31,37.13,10.0,0.79,0.97,1015.06,6.99,226.0,,cloudy,Overcast,2015
2015-01-03T13,45.86,37.42,10.0,0.72,0.31,1013.23,5.74,214.0,,partly-cloudy-day,Partly Cloudy,2015
2015-01-03T14,48.51,38.18,10.0,0.67,0.26,1012.0,7.44,209.0,,partly-cloudy-day,Partly Cloudy,2015
2015-01-03T15,51.49,38.03,10.0,0.6,0.24,1011.39,8.66,201.0,,clear-day,Clear,2015
2015-01-03T16,53.34,38.0,10.0,0.56,0.23,1011.34,8.98,216.0,,clear-day,Clear,2015
2015-01-03T17,53.85,36.73,10.0,0.52,0.17,1011.76,10.26,217.0,,clear-day,Clear,2015
2015-01-03T18,49.45,36.62,10.0,0.61,0.18,1012.57,6.27,214.0,,clear-night,Clear,2015
2015-01-03T19,48.15,36.04,10.0,0.63,0.0,1013.87,5.72,237.0,,clear-night,Clear,2015
2015-01-03T20,49.06,34.71,10.0,0.58,0.0,1015.08,7.83,264.0,,clear-night,Clear,2015
2015-01-03T21,48.11,34.52,10.0,0.59,0.0,1016.06,7.95,276.0,,clear-night,Clear,2015
2015-01-03T22,46.53,34.5,10.0,0.63,0.0,1017.12,7.74,286.0,,clear-night,Clear,2015
2015-01-03T23,43.86,34.37,10.0,0.69,0.0,1018.2,7.56,310.0,,clear-night,Clear,2015
2015-01-04T00,42.81,34.01,10.0,0.71,0.0,1019.46,9.25,306.0,,clear-night,Clear,2015
2015-01-04T01,41.04,33.22,10.0,0.73,0.0,1020.49,10.69,308.0,,clear-night,Clear,2015
2015-01-04T02,40.18,32.36,9.97,0.73,0.0,1021.45,11.65,316.0,,clear-night,Clear,2015
2015-01-04T03,39.26,32.39,9.91,0.76,0.0,1022.93,13.0,319.0,,clear-night,Clear,2015
2015-01-04T04,39.16,33.0,9.94,0.78,0.01,1024.43,15.69,335.0,,wind,Breezy,2015
2015-01-04T05,36.61,29.77,9.94,0.76,0.17,1025.33,20.78,338.0,,wind,Breezy,2015
2015-01-04T06,33.58,26.59,9.97,0.75,0.59,1027.59,20.73,337.0,,wind,Breezy and Partly Cloudy,2015
2015-01-04T07,28.93,20.98,10.0,0.72,0.27,1029.77,19.83,335.0,,wind,Breezy and Partly Cloudy,2015
2015-01-04T08,28.26,19.33,10.0,0.69,0.24,1031.72,19.42,333.0,,wind,Breezy,2015
2015-01-04T09,28.31,17.37,10.0,0.63,0.19,1033.06,23.15,330.0,,wind,Breezy,2015
2015-01-04T10,28.67,15.42,10.0,0.57,0.0,1034.82,21.86,335.0,,wind,Breezy,2015
2015-01-04T11,30.26,15.56,10.0,0.54,0.0,1035.32,19.84,336.0,,clear-day,Clear,2015
2015-01-04T12,32.26,16.48,10.0,0.52,0.0,1034.93,19.54,338.0,,clear-day,Clear,2015
2015-01-04T13,34.53,17.21,10.0,0.49,0.0,1034.32,17.36,331.0,,clear-day,Clear,2015
2015-01-04T14,36.58,17.75,10.0,0.46,0.17,1034.41,15.65,330.0,,clear-day,Clear,2015
2015-01-04T15,37.6,18.44,10.0,0.45,0.18,1034.88,11.85,339.0,,clear-day,Clear,2015
2015-01-04T16,38.29,18.3,10.0,0.44,0.21,1035.28,10.49,332.0,,clear-day,Clear,2015
2015-01-04T17,37.37,18.54,10.0,0.46,0.2,1036.24,8.28,346.0,,clear-day,Clear,2015
2015-01-04T18,34.27,18.42,10.0,0.52,0.23,1036.79,8.13,337.0,,clear-night,Clear,2015
2015-01-04T19,33.19,19.4,10.0,0.56,0.19,1037.21,6.87,341.0,,clear-night,Clear,2015
2015-01-04T20,31.51,19.63,10.0,0.61,0.19,1037.61,8.27,349.0,,clear-night,Clear,2015
2015-01-04T21,30.7,20.33,10.0,0.65,0.19,1038.01,8.25,357.0,,clear-night,Clear,2015
2015-01-04T22,30.07,20.21,10.0,0.66,0.19,1038.39,8.14,10.0,,clear-night,Clear,2015
2015-01-04T23,30.45,19.25,10.0,0.63,0.19,1038.31,10.55,18.0,,clear-night,Clear,2015
2015-01-05T00,29.3,18.41,10.0,0.63,0.02,1038.97,7.41,18.0,,clear-night,Clear,2015
2015-01-05T01,27.16,17.58,10.0,0.67,0.19,1039.24,5.4,31.0,,clear-night,Clear,2015
2015-01-05T02,27.24,17.07,10.0,0.65,0.02,1039.72,2.92,356.0,,clear-night,Clear,2015
2015-01-05T03,26.77,17.38,10.0,0.67,0.0,1039.79,4.06,357.0,,clear-night,Clear,2015
2015-01-05T04,26.18,16.65,10.0,0.67,0.0,1039.87,4.27,5.0,,clear-night,Clear,2015
2015-01-05T05,25.32,16.62,10.0,0.69,0.19,1040.06,4.55,20.0,,clear-night,Clear,2015
2015-01-05T06,23.93,15.81,10.0,0.71,0.19,1039.21,5.37,22.0,,clear-night,Clear,2015
2015-01-05T07,23.72,15.0,10.0,0.69,0.08,1039.1,4.66,45.0,,clear-night,Clear,2015
2015-01-05T08,23.97,15.53,10.0,0.7,0.11,1039.47,5.5,62.0,,clear-day,Clear,2015
2015-01-05T09,28.88,15.11,10.0,0.56,0.47,1039.65,6.34,82.0,,partly-cloudy-day,Partly Cloudy,2015
2015-01-05T10,31.8,14.51,10.0,0.48,0.22,1039.84,6.76,118.0,,clear-day,Clear,2015
2015-01-05T11,35.26,15.16,10.0,0.43,0.22,1038.68,6.58,156.0,,clear-day,Clear,2015
2015-01-05T12,36.77,15.87,10.0,0.42,0.47,1036.95,5.74,157.0,,partly-cloudy-day,Partly Cloudy,2015
2015-01-05T13,39.74,15.53,10.0,0.37,0.05,1034.94,5.55,157.0,,clear-day,Clear,2015
2015-01-05T14,42.54,16.92,10.0,0.35,0.06,1032.84,11.11,178.0,,clear-day,Clear,2015
2015-01-05T15,45.24,18.98,10.0,0.35,0.47,1031.51,10.66,182.0,,partly-cloudy-day,Partly Cloudy,2015
2015-01-05T16,46.05,20.49,10.0,0.36,0.08,1030.6,11.01,168.0,,clear-day,Clear,2015
2015-01-05T17,45.23,21.86,10.0,0.39,0.04,1030.05,9.91,169.0,,clear-day,Clear,2015
2015-01-05T18,41.49,23.18,10.0,0.48,0.5,1029.15,8.75,161.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-05T19,40.26,24.43,10.0,0.53,0.06,1028.7,7.8,169.0,,clear-night,Clear,2015
2015-01-05T20,37.44,24.65,10.0,0.6,0.02,1028.88,8.49,164.0,,clear-night,Clear,2015
2015-01-05T21,39.09,26.26,10.0,0.6,0.46,1028.26,11.37,179.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-05T22,39.29,26.92,10.0,0.61,0.0,1027.25,13.8,187.0,,clear-night,Clear,2015
2015-01-05T23,39.18,27.06,10.0,0.61,0.0,1027.39,12.75,189.0,,clear-night,Clear,2015
2015-01-06T00,38.94,27.07,10.0,0.62,0.45,1026.68,13.92,189.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-06T01,36.73,26.96,10.0,0.67,0.03,1026.52,9.84,181.0,,clear-night,Clear,2015
2015-01-06T02,36.25,27.24,10.0,0.69,0.06,1026.31,9.0,186.0,,clear-night,Clear,2015
2015-01-06T03,35.13,27.12,10.0,0.72,0.45,1026.9,6.03,184.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-06T04,35.62,27.67,10.0,0.73,0.0,1026.9,7.2,169.0,,clear-night,Clear,2015
2015-01-06T05,33.8,27.04,10.0,0.76,0.0,1027.35,4.72,162.0,,clear-night,Clear,2015
2015-01-06T06,32.81,26.91,10.0,0.79,0.21,1027.77,5.12,170.0,,clear-night,Clear,2015
2015-01-06T07,30.83,25.54,10.0,0.8,0.23,1028.21,3.02,174.0,,clear-night,Clear,2015
2015-01-06T08,31.84,26.92,9.97,0.82,0.22,1028.99,2.82,193.0,,clear-day,Clear,2015
2015-01-06T09,36.95,30.14,9.94,0.76,0.23,1029.86,4.37,180.0,,clear-day,Clear,2015
2015-01-06T10,44.11,31.41,9.97,0.61,0.23,1030.25,3.11,325.0,,clear-day,Clear,2015
2015-01-06T11,48.26,32.75,10.0,0.55,0.22,1030.03,7.86,349.0,,clear-day,Clear,2015
2015-01-06T12,51.63,32.76,10.0,0.48,0.23,1029.08,9.85,17.0,,clear-day,Clear,2015
2015-01-06T13,53.11,33.54,10.0,0.47,0.23,1028.01,8.13,24.0,,clear-day,Clear,2015
2015-01-06T14,55.07,33.45,10.0,0.44,0.23,1027.21,6.09,50.0,,clear-day,Clear,2015
2015-01-06T15,57.06,34.15,10.0,0.42,0.22,1027.31,7.18,17.0,,clear-day,Clear,2015
2015-01-06T16,57.28,34.08,9.95,0.41,0.22,1027.33,7.89,38.0,,clear-day,Clear,2015
2015-01-06T17,55.87,34.09,9.8,0.44,0.22,1027.27,5.72,40.0,,clear-day,Clear,2015
2015-01-06T18,49.52,34.12,9.79,0.55,0.23,1027.26,6.37,358.0,,clear-night,Clear,2015
2015-01-06T19,47.3,33.51,9.68,0.59,0.2,1027.31,4.56,10.0,,clear-night,Clear,2015
2015-01-06T20,45.23,33.53,9.81,0.63,0.02,1027.8,5.6,348.0,,clear-night,Clear,2015
2015-01-06T21,42.79,33.99,10.0,0.71,0.02,1028.32,7.67,343.0,,clear-night,Clear,2015
2015-01-06T22,41.55,33.03,10.0,0.71,0.0,1028.42,7.41,352.0,,clear-night,Clear,2015
2015-01-06T23,41.13,31.31,10.0,0.68,0.0,1028.6,7.1,5.0,,clear-night,Clear,2015
2015-01-07T00,39.98,29.42,10.0,0.66,0.0,1029.3,9.73,359.0,,clear-night,Clear,2015
2015-01-07T01,37.97,28.19,10.0,0.68,0.0,1028.99,7.31,358.0,,clear-night,Clear,2015
2015-01-07T02,35.64,26.65,10.0,0.69,0.0,1029.09,5.99,353.0,,clear-night,Clear,2015
2015-01-07T03,34.77,26.56,10.0,0.72,0.0,1029.52,8.1,340.0,,clear-night,Clear,2015
2015-01-07T04,35.13,26.28,10.0,0.7,0.0,1030.14,12.51,348.0,,clear-night,Clear,2015
2015-01-07T05,34.3,25.08,10.0,0.69,0.0,1031.01,11.16,350.0,,clear-night,Clear,2015
2015-01-07T06,34.01,22.75,10.0,0.63,0.0,1032.05,17.2,6.0,,wind,Breezy,2015
2015-01-07T07,33.84,21.66,9.79,0.61,0.21,1033.63,18.05,6.0,,wind,Breezy,2015
2015-01-07T08,33.33,20.36,9.78,0.58,0.21,1035.49,20.4,14.0,,wind,Breezy,2015
2015-01-07T09,34.39,18.16,9.94,0.51,0.21,1037.61,22.18,16.0,,wind,Breezy,2015
2015-01-07T10,36.57,19.28,9.97,0.49,0.21,1039.61,23.85,16.0,,wind,Breezy,2015
2015-01-07T11,36.66,19.49,9.97,0.49,0.22,1040.62,26.4,13.0,,wind,Windy,2015
2015-01-07T12,37.52,17.82,9.97,0.44,0.22,1041.06,26.26,7.0,,wind,Windy,2015
2015-01-07T13,38.61,16.51,10.0,0.4,0.22,1041.22,27.62,12.0,,wind,Windy,2015
2015-01-07T14,38.48,11.94,10.0,0.33,0.23,1041.89,28.09,6.0,,wind,Windy,2015
2015-01-07T15,38.2,10.31,10.0,0.31,0.2,1042.7,23.44,8.0,,wind,Breezy,2015
2015-01-07T16,36.46,4.79,10.0,0.26,0.2,1043.61,25.38,7.0,,wind,Windy,2015
2015-01-07T17,34.21,5.94,10.0,0.3,0.2,1044.28,22.28,15.0,,wind,Breezy,2015
2015-01-07T18,30.52,3.63,10.0,0.31,0.47,1044.65,21.18,14.0,,wind,Breezy and Partly Cloudy,2015
2015-01-07T19,28.55,5.46,10.0,0.37,0.2,1045.64,20.66,5.0,,wind,Breezy,2015
2015-01-07T20,26.29,2.99,10.0,0.36,0.19,1045.92,18.1,6.0,,wind,Breezy,2015
2015-01-07T21,24.4,1.86,10.0,0.37,0.19,1045.72,17.92,6.0,,wind,Breezy,2015
2015-01-07T22,23.44,2.07,10.0,0.39,0.2,1045.12,19.13,0.0,,wind,Breezy,2015
2015-01-07T23,23.08,1.98,10.0,0.39,0.2,1044.54,15.44,6.0,,wind,Breezy,2015
2015-01-08T00,22.23,1.94,10.0,0.41,0.17,1044.01,13.99,1.0,,clear-night,Clear,2015
2015-01-08T01,21.37,2.51,10.0,0.43,0.0,1043.52,8.71,12.0,,clear-night,Clear,2015
2015-01-08T02,20.36,3.32,10.0,0.47,0.0,1042.86,8.87,14.0,,clear-night,Clear,2015
2015-01-08T03,19.47,4.68,10.0,0.52,0.0,1042.45,6.19,21.0,,clear-night,Clear,2015
2015-01-08T04,18.62,3.2,10.0,0.5,0.0,1041.44,7.69,25.0,,clear-night,Clear,2015
2015-01-08T05,17.71,3.26,10.0,0.52,0.0,1040.48,5.56,28.0,,clear-night,Clear,2015
2015-01-08T06,17.45,3.94,10.0,0.55,0.0,1039.24,5.22,60.0,,clear-night,Clear,2015
2015-01-08T07,17.23,3.38,10.0,0.54,0.2,1038.33,3.03,82.0,,clear-night,Clear,2015
2015-01-08T08,17.32,5.64,10.0,0.59,0.2,1037.62,4.87,145.0,,clear-day,Clear,2015
2015-01-08T09,20.43,4.62,10.0,0.5,0.2,1037.32,6.95,167.0,,clear-day,Clear,2015
2015-01-08T10,24.23,4.3,10.0,0.42,0.2,1036.59,7.19,169.0,,clear-day,Clear,2015
2015-01-08T11,27.91,5.49,10.0,0.38,0.2,1035.0,11.05,162.0,,clear-day,Clear,2015
2015-01-08T12,29.68,6.51,10.0,0.37,0.21,1032.87,9.65,175.0,,clear-day,Clear,2015
2015-01-08T13,32.55,7.06,9.97,0.34,0.23,1030.86,11.67,200.0,,clear-day,Clear,2015
2015-01-08T14,35.27,9.03,10.0,0.33,0.21,1028.74,13.49,186.0,,clear-day,Clear,2015
2015-01-08T15,36.58,10.25,10.0,0.33,0.22,1027.21,16.59,181.0,,wind,Breezy,2015
2015-01-08T16,37.57,11.53,10.0,0.34,0.21,1026.05,16.01,180.0,,wind,Breezy,2015
2015-01-08T17,37.42,13.03,10.0,0.36,0.21,1025.27,15.4,179.0,,wind,Breezy,2015
2015-01-08T18,35.58,13.18,10.0,0.39,0.23,1025.26,12.34,172.0,,clear-night,Clear,2015
2015-01-08T19,35.08,14.53,10.0,0.42,0.21,1024.99,9.73,176.0,,clear-night,Clear,2015
2015-01-08T20,34.16,14.94,10.0,0.45,0.05,1025.49,7.69,179.0,,clear-night,Clear,2015
2015-01-08T21,32.96,15.6,10.0,0.48,0.46,1026.25,7.72,172.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-08T22,31.94,16.27,10.0,0.52,0.06,1026.17,7.49,176.0,,clear-night,Clear,2015
2015-01-08T23,31.09,16.25,10.0,0.54,0.0,1026.7,6.81,170.0,,clear-night,Clear,2015
2015-01-09T00,30.1,16.48,10.0,0.56,0.19,1026.77,5.56,164.0,,clear-night,Clear,2015
2015-01-09T01,30.08,16.49,10.0,0.56,0.09,1027.27,3.13,186.0,,clear-night,Clear,2015
2015-01-09T02,29.82,17.45,10.0,0.59,0.09,1027.96,3.56,192.0,,clear-night,Clear,2015
2015-01-09T03,29.86,16.95,10.0,0.58,0.25,1028.86,2.17,51.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-09T04,28.73,18.22,9.97,0.64,0.19,1029.4,4.4,11.0,,clear-night,Clear,2015
2015-01-09T05,31.08,19.98,10.0,0.63,0.31,1030.05,5.69,353.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-09T06,32.72,19.27,10.0,0.57,1.0,1030.68,8.13,358.0,,cloudy,Overcast,2015
2015-01-09T07,33.08,20.25,9.97,0.59,,1031.38,11.45,359.0,,clear-night,Clear,2015
2015-01-09T08,33.37,19.14,9.97,0.55,,1032.7,13.65,1.0,,clear-day,Clear,2015
2015-01-09T09,32.68,16.4,10.0,0.51,1.0,1034.15,15.04,25.0,,cloudy,Overcast,2015
2015-01-09T10,33.13,16.99,10.0,0.51,,1035.6,14.13,15.0,,clear-day,Clear,2015
2015-01-09T11,33.95,16.2,10.0,0.48,0.12,1036.07,13.63,25.0,,clear-day,Clear,2015
2015-01-09T12,34.96,14.93,10.0,0.43,0.86,1034.99,15.48,15.0,,partly-cloudy-day,Mostly Cloudy,2015
2015-01-09T13,35.7,12.0,10.0,0.37,0.13,1034.17,14.4,14.0,,clear-day,Clear,2015
2015-01-09T14,37.23,10.34,9.97,0.32,0.0,1033.56,16.12,8.0,,clear-day,Clear,2015
2015-01-09T15,38.09,10.49,10.0,0.31,0.7,1033.61,12.93,15.0,,partly-cloudy-day,Mostly Cloudy,2015
2015-01-09T16,37.38,10.85,10.0,0.33,0.09,1034.17,12.52,16.0,,clear-day,Clear,2015
2015-01-09T17,37.29,10.26,10.0,0.32,0.31,1034.31,15.15,20.0,,wind,Breezy and Partly Cloudy,2015
2015-01-09T18,35.7,9.91,10.0,0.34,0.75,1034.83,13.78,16.0,,partly-cloudy-night,Mostly Cloudy,2015
2015-01-09T19,35.4,10.51,10.0,0.35,0.0,1035.15,10.65,15.0,,clear-night,Clear,2015
2015-01-09T20,34.7,10.79,10.0,0.36,0.25,1035.28,11.06,17.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-09T21,34.33,9.51,10.0,0.35,0.67,1035.33,10.35,27.0,,partly-cloudy-night,Mostly Cloudy,2015
2015-01-09T22,34.11,8.8,10.0,0.34,0.13,1034.91,8.94,37.0,,clear-night,Clear,2015
2015-01-09T23,33.22,8.37,10.0,0.35,0.31,1034.93,8.03,38.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-10T00,32.46,7.47,10.0,0.34,0.95,1034.46,10.55,33.0,,cloudy,Overcast,2015
2015-01-10T01,32.34,6.87,10.0,0.34,,1034.46,9.58,49.0,,clear-night,Clear,2015
2015-01-10T02,31.68,6.44,10.0,0.34,,1034.55,7.68,60.0,,clear-night,Clear,2015
2015-01-10T03,31.55,5.22,10.0,0.32,1.0,1034.16,7.52,58.0,,cloudy,Overcast,2015
2015-01-10T04,31.55,5.84,10.0,0.33,,1033.86,6.96,75.0,,clear-night,Clear,2015
2015-01-10T05,31.51,4.91,10.0,0.32,,1033.1,7.31,69.0,,clear-night,Clear,2015
2015-01-10T06,31.18,4.86,10.0,0.32,1.0,1033.14,3.48,69.0,,cloudy,Overcast,2015
2015-01-10T07,31.31,6.26,10.0,0.34,,1032.89,4.42,61.0,,clear-night,Clear,2015
2015-01-10T08,31.34,7.51,10.0,0.36,,1032.95,3.0,77.0,,clear-day,Clear,2015
2015-01-10T09,32.07,8.61,9.95,0.37,1.0,1033.08,3.53,71.0,,cloudy,Overcast,2015
2015-01-10T10,32.5,9.86,10.0,0.38,,1033.56,3.82,102.0,,clear-day,Clear,2015
2015-01-10T11,34.14,11.18,10.0,0.38,,1033.16,5.88,151.0,,clear-day,Clear,2015
2015-01-10T12,35.33,12.5,10.0,0.38,0.95,1031.96,6.87,152.0,,cloudy,Overcast,2015
2015-01-10T13,37.12,13.98,10.0,0.38,0.14,1030.65,8.54,172.0,,clear-day,Clear,2015
2015-01-10T14,37.06,17.86,9.92,0.45,,1029.63,11.59,181.0,,clear-day,Clear,2015
2015-01-10T15,36.27,21.65,9.89,0.55,0.95,1029.01,9.91,180.0,,cloudy,Overcast,2015
2015-01-10T16,34.87,25.17,7.66,0.67,,1028.68,7.31,164.0,,clear-day,Clear,2015
2015-01-10T17,34.41,27.65,7.45,0.76,,1028.26,7.48,158.0,rain,clear-day,Clear,2015
2015-01-10T18,33.27,29.09,7.37,0.84,1.0,1028.18,7.82,157.0,snow,cloudy,Overcast,2015
2015-01-10T19,33.21,30.23,9.7,0.89,,1028.18,7.47,153.0,snow,clear-night,Clear,2015
2015-01-10T20,33.36,30.18,9.59,0.88,,1028.25,7.25,166.0,snow,clear-night,Clear,2015
2015-01-10T21,33.36,30.36,7.92,0.89,1.0,1027.6,8.81,158.0,snow,cloudy,Overcast,2015
2015-01-10T22,34.05,30.59,9.23,0.87,,1027.54,8.51,158.0,rain,clear-night,Clear,2015
2015-01-10T23,33.91,31.35,8.58,0.9,,1026.96,8.02,164.0,snow,snow,Light Snow,2015
2015-01-11T00,33.89,31.57,6.45,0.91,1.0,1026.5,9.48,150.0,snow,snow,Light Snow,2015
2015-01-11T01,33.33,32.1,4.57,0.95,,1025.86,8.0,146.0,snow,snow,Snow,2015
2015-01-11T02,33.88,32.11,4.69,0.93,,1025.58,6.06,148.0,snow,snow,Heavy Snow,2015
2015-01-11T03,33.83,32.78,4.23,0.96,1.0,1025.09,5.71,116.0,snow,snow,Snow,2015
2015-01-11T04,33.89,32.24,6.06,0.94,,1024.8,6.66,134.0,snow,snow,Snow,2015
2015-01-11T05,33.28,32.16,6.57,0.96,,1024.02,7.58,112.0,snow,snow,Snow,2015
2015-01-11T06,33.41,31.98,6.97,0.94,1.0,1023.74,7.48,116.0,snow,snow,Light Snow,2015
2015-01-11T07,33.38,31.98,6.84,0.94,,1023.72,6.14,121.0,snow,snow,Light Snow,2015
2015-01-11T08,33.48,32.24,6.78,0.95,,1023.65,5.43,120.0,snow,clear-day,Clear,2015
