,hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year,Month
6682,2010-10-06T10,56.3,39.17,9.93,0.53,0.0,1023.75,7.13,310.0,,clear-day,Clear,2010,10
6683,2010-10-06T11,61.37,35.79,10.0,0.38,0.0,1023.74,8.04,334.0,,clear-day,Clear,2010,10
6684,2010-10-06T12,65.92,33.27,10.0,0.3,0.0,1023.51,12.18,350.0,,clear-day,Clear,2010,10
6685,2010-10-06T13,67.97,32.48,10.0,0.27,0.0,1022.92,13.84,321.0,,clear-day,Clear,2010,10
6686,2010-10-06T14,69.5,32.97,9.87,0.26,0.0,1021.6,14.59,323.0,,clear-day,Clear,2010,10
6687,2010-10-06T15,71.18,33.43,10.0,0.25,0.0,1020.31,11.04,329.0,,clear-day,Clear,2010,10
6688,2010-10-06T16,72.08,32.13,10.0,0.23,0.0,1019.23,13.04,350.0,,clear-day,Clear,2010,10
6689,2010-10-06T17,72.05,33.02,10.0,0.24,0.0,1018.83,11.66,331.0,,clear-day,Clear,2010,10
6690,2010-10-06T18,71.62,34.62,10.0,0.26,0.0,1018.51,9.2,335.0,,clear-day,Clear,2010,10
6691,2010-10-06T19,68.19,36.52,10.0,0.31,0.0,1018.6,6.4,328.0,,clear-day,Clear,2010,10
6692,2010-10-06T20,71.59,50.89,10.0,0.48,0.0,1016.74,3.03,281.0,,clear-night,Clear,2010,10
6693,2010-10-06T21,61.28,39.7,10.0,0.45,0.0,1019.05,5.55,299.0,,clear-night,Clear,2010,10
6694,2010-10-06T22,58.62,39.1,10.0,0.48,0.0,1019.23,6.55,289.0,,clear-night,Clear,2010,10
6695,2010-10-06T23,57.05,40.25,10.0,0.53,0.0,1019.22,5.16,300.0,,clear-night,Clear,2010,10
6696,2010-10-07T00,55.81,40.41,10.0,0.56,0.0,1019.15,6.54,310.0,,clear-night,Clear,2010,10
6697,2010-10-07T01,54.69,40.99,10.0,0.6,0.0,1019.07,8.05,318.0,,clear-night,Clear,2010,10
6698,2010-10-07T02,53.54,40.4,10.0,0.61,0.0,1019.08,9.01,318.0,,clear-night,Clear,2010,10
6699,2010-10-07T03,51.75,40.16,10.0,0.64,0.0,1019.52,8.25,308.0,,clear-night,Clear,2010,10
6700,2010-10-07T04,51.53,40.12,10.0,0.65,0.0,1018.95,6.33,307.0,,clear-night,Clear,2010,10
6701,2010-10-07T05,50.26,39.96,9.97,0.68,0.0,1018.86,7.79,309.0,,clear-night,Clear,2010,10
6702,2010-10-07T06,49.43,39.72,10.0,0.69,0.0,1019.03,6.58,318.0,,clear-night,Clear,2010,10
6703,2010-10-07T07,48.51,40.19,9.94,0.73,0.0,1019.4,9.25,309.0,,clear-night,Clear,2010,10
6704,2010-10-07T08,49.63,40.48,10.0,0.71,0.0,1019.73,8.27,318.0,,clear-day,Clear,2010,10
6705,2010-10-07T09,54.84,41.26,9.86,0.6,0.0,1020.4,9.13,308.0,,clear-day,Clear,2010,10
6706,2010-10-07T10,61.41,41.51,9.93,0.48,0.0,1020.83,8.57,316.0,,clear-day,Clear,2010,10
6707,2010-10-07T11,67.33,42.72,10.0,0.41,0.0,1020.82,6.45,316.0,,clear-day,Clear,2010,10
6708,2010-10-07T12,72.25,41.93,10.0,0.34,0.0,1020.59,8.29,319.0,,clear-day,Clear,2010,10
6709,2010-10-07T13,75.88,44.66,10.0,0.33,0.0,1020.18,10.02,328.0,,clear-day,Clear,2010,10
6710,2010-10-07T14,77.3,44.82,10.0,0.32,0.0,1019.09,8.57,310.0,,clear-day,Clear,2010,10
6711,2010-10-07T15,79.11,44.63,10.0,0.3,0.0,1018.05,10.04,310.0,,clear-day,Clear,2010,10
6712,2010-10-07T16,80.07,46.76,10.0,0.31,0.0,1017.08,12.22,295.0,,clear-day,Clear,2010,10
6713,2010-10-07T17,80.84,48.04,10.0,0.32,0.0,1016.69,11.86,298.0,,clear-day,Clear,2010,10
6714,2010-10-07T18,79.8,48.45,10.0,0.33,0.0,1016.38,8.71,305.0,,clear-day,Clear,2010,10
6715,2010-10-07T19,75.46,50.04,10.0,0.41,0.0,1016.41,6.22,291.0,,clear-day,Clear,2010,10
6716,2010-10-07T20,70.37,51.99,10.0,0.52,0.0,1017.77,2.91,148.0,,clear-night,Clear,2010,10
6717,2010-10-07T21,68.32,51.2,10.0,0.54,0.0,1017.16,7.37,290.0,,clear-night,Clear,2010,10
6718,2010-10-07T22,66.1,50.89,10.0,0.58,0.0,1017.33,6.88,290.0,,clear-night,Clear,2010,10
6719,2010-10-07T23,64.7,50.52,10.0,0.6,0.0,1017.56,6.65,300.0,,clear-night,Clear,2010,10
6720,2010-10-08T00,61.91,51.01,10.0,0.67,0.0,1017.63,6.51,284.0,,clear-night,Clear,2010,10
6721,2010-10-08T01,60.78,50.73,10.0,0.69,0.0,1017.33,6.32,301.0,,clear-night,Clear,2010,10
6722,2010-10-08T02,59.73,50.51,9.97,0.72,0.0,1017.42,6.09,319.0,,clear-night,Clear,2010,10
6723,2010-10-08T03,59.23,50.63,9.97,0.73,0.0,1017.27,8.22,319.0,,clear-night,Clear,2010,10
6724,2010-10-08T04,58.81,50.47,9.87,0.74,0.0,1016.99,8.18,330.0,,clear-night,Clear,2010,10
6725,2010-10-08T05,57.54,50.27,9.56,0.77,0.0,1016.9,5.82,331.0,,clear-night,Clear,2010,10
6726,2010-10-08T06,57.29,49.98,9.5,0.77,0.0,1017.09,4.39,344.0,rain,clear-night,Clear,2010,10
6727,2010-10-08T07,56.07,49.58,9.34,0.79,0.0,1017.98,5.0,10.0,,clear-night,Clear,2010,10
6728,2010-10-08T08,57.87,50.29,9.2,0.76,0.0,1018.85,5.79,40.0,,clear-day,Clear,2010,10
6729,2010-10-08T09,62.19,52.61,9.42,0.71,0.0,1019.62,7.87,70.0,,clear-day,Clear,2010,10
6730,2010-10-08T10,67.87,52.42,9.87,0.58,0.0,1020.17,8.31,108.0,,clear-day,Clear,2010,10
6731,2010-10-08T11,72.72,48.61,10.0,0.43,0.0,1020.46,10.86,125.0,,clear-day,Clear,2010,10
6732,2010-10-08T12,75.07,48.36,10.0,0.39,0.0,1020.37,8.93,122.0,,clear-day,Clear,2010,10
6733,2010-10-08T13,77.21,46.67,10.0,0.34,0.0,1019.8,7.53,111.0,,clear-day,Clear,2010,10
6734,2010-10-08T14,78.26,47.54,10.0,0.34,0.0,1019.08,6.54,133.0,,clear-day,Clear,2010,10
6735,2010-10-08T15,79.92,47.0,10.0,0.32,0.0,1018.2,2.3,144.0,,clear-day,Clear,2010,10
6736,2010-10-08T16,79.44,46.54,10.0,0.31,0.0,1017.82,2.1,148.0,,clear-day,Clear,2010,10
6737,2010-10-08T17,80.78,47.14,9.8,0.31,0.0,1017.61,2.45,263.0,,clear-day,Clear,2010,10
6738,2010-10-08T18,79.57,47.49,10.0,0.32,0.0,1017.43,2.92,242.0,,clear-day,Clear,2010,10
6739,2010-10-08T19,74.8,50.92,10.0,0.43,0.0,1017.53,5.69,181.0,,clear-day,Clear,2010,10
6740,2010-10-08T20,74.02,51.09,10.0,0.45,0.0,1016.08,7.0,350.0,,clear-night,Clear,2010,10
6741,2010-10-08T21,67.11,52.73,10.0,0.6,0.0,1018.16,2.95,169.0,,clear-night,Clear,2010,10
6742,2010-10-08T22,65.38,51.99,10.0,0.62,0.0,1018.33,4.83,181.0,,clear-night,Clear,2010,10
6743,2010-10-08T23,63.35,52.17,9.94,0.67,0.0,1018.36,2.92,191.0,,clear-night,Clear,2010,10
6744,2010-10-09T00,61.66,51.91,9.93,0.7,0.0,1018.35,2.87,221.0,,clear-night,Clear,2010,10
6745,2010-10-09T01,61.27,51.21,9.74,0.7,0.0,1017.95,2.88,231.0,,clear-night,Clear,2010,10
6746,2010-10-09T02,60.68,50.87,9.66,0.7,0.0,1017.76,2.99,345.0,,clear-night,Clear,2010,10
6747,2010-10-09T03,57.8,51.19,9.54,0.79,0.0,1017.57,0.0,,,clear-night,Clear,2010,10
6748,2010-10-09T04,56.86,50.91,9.35,0.8,0.0,1017.37,4.95,300.0,,clear-night,Clear,2010,10
6749,2010-10-09T05,56.58,50.73,9.46,0.81,0.0,1017.27,3.0,300.0,,clear-night,Clear,2010,10
6750,2010-10-09T06,55.72,50.38,9.35,0.82,0.0,1017.59,3.0,280.0,,clear-night,Clear,2010,10
6751,2010-10-09T07,54.13,50.22,9.41,0.87,0.0,1018.25,4.99,310.0,,clear-night,Clear,2010,10
6752,2010-10-09T08,55.12,50.94,9.3,0.86,0.0,1018.59,4.8,310.0,,clear-day,Clear,2010,10
6753,2010-10-09T09,59.62,53.84,9.43,0.81,0.0,1018.98,3.0,310.0,,clear-day,Clear,2010,10
6754,2010-10-09T10,67.26,53.23,9.83,0.61,0.0,1018.99,6.49,308.0,,clear-day,Clear,2010,10
6755,2010-10-09T11,73.64,54.6,10.0,0.51,0.0,1018.94,7.13,298.0,,clear-day,Clear,2010,10
6756,2010-10-09T12,77.24,53.95,10.0,0.45,0.0,1018.69,7.0,291.0,,clear-day,Clear,2010,10
6757,2010-10-09T13,80.03,53.75,10.0,0.4,0.0,1017.85,5.22,298.0,,clear-day,Clear,2010,10
6758,2010-10-09T14,83.19,50.88,9.97,0.33,0.0,1016.96,8.16,338.0,,clear-day,Clear,2010,10
6759,2010-10-09T15,83.63,48.39,10.0,0.29,0.0,1016.22,6.83,344.0,,clear-day,Clear,2010,10
6760,2010-10-09T16,83.75,47.56,10.0,0.28,0.0,1015.62,5.19,282.0,,clear-day,Clear,2010,10
6761,2010-10-09T17,83.15,46.11,10.0,0.27,0.0,1015.51,3.16,308.0,,clear-day,Clear,2010,10
6762,2010-10-09T18,82.41,47.07,10.0,0.29,0.0,1015.41,6.84,330.0,,clear-day,Clear,2010,10
6763,2010-10-09T19,78.17,48.65,10.0,0.36,0.0,1015.72,6.34,358.0,,clear-day,Clear,2010,10
6764,2010-10-09T20,72.59,48.77,10.0,0.43,0.0,1014.05,,,,clear-night,Clear,2010,10
6765,2010-10-09T21,71.35,50.88,10.0,0.48,0.0,1016.39,7.0,20.0,,clear-night,Clear,2010,10
6766,2010-10-09T22,66.81,52.14,10.0,0.59,0.0,1016.66,3.0,340.0,,clear-night,Clear,2010,10
6767,2010-10-09T23,64.87,52.08,9.97,0.63,0.0,1016.77,,,,clear-night,Clear,2010,10
6768,2010-10-10T00,62.26,51.35,9.91,0.67,0.0,1016.78,3.0,310.0,,clear-night,Clear,2010,10
6769,2010-10-10T01,61.94,51.22,9.97,0.68,0.0,1016.46,3.0,290.0,,clear-night,Clear,2010,10
6770,2010-10-10T02,58.17,51.38,9.72,0.78,0.0,1016.36,,,,clear-night,Clear,2010,10
6771,2010-10-10T03,57.68,51.09,9.59,0.79,0.0,1016.29,0.0,,,clear-night,Clear,2010,10
6772,2010-10-10T04,57.56,50.82,9.56,0.78,0.0,1016.09,4.92,291.0,,clear-night,Clear,2010,10
6773,2010-10-10T05,56.63,50.78,9.4,0.81,0.0,1016.07,0.0,,,clear-night,Clear,2010,10
6774,2010-10-10T06,56.26,50.45,9.45,0.81,0.0,1016.39,3.0,340.0,rain,clear-night,Clear,2010,10
6775,2010-10-10T07,55.35,49.58,9.24,0.81,0.0,1016.68,3.0,20.0,,clear-night,Clear,2010,10
6776,2010-10-10T08,53.87,49.38,9.15,0.85,0.0,1016.86,0.0,,,clear-day,Clear,2010,10
6777,2010-10-10T09,59.38,53.54,9.52,0.81,0.0,1017.14,4.93,301.0,,clear-day,Clear,2010,10
6778,2010-10-10T10,65.62,54.89,9.94,0.68,0.0,1017.37,1.1,40.0,,clear-day,Clear,2010,10
6779,2010-10-10T11,73.27,52.63,10.0,0.48,0.0,1017.18,2.55,311.0,,clear-day,Clear,2010,10
