,hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year,Month
3680,2010-06-03T08,70.89,67.95,3.41,0.9,0.97,1011.68,6.46,278.0,rain,cloudy,Overcast,2010,06
3681,2010-06-03T09,71.32,67.92,3.77,0.89,0.78,1012.1,6.91,269.0,rain,partly-cloudy-day,Mostly Cloudy,2010,06
3682,2010-06-03T10,74.52,68.14,8.78,0.81,0.77,1012.36,6.81,307.0,rain,partly-cloudy-day,Mostly Cloudy,2010,06
3683,2010-06-03T11,75.93,67.6,9.05,0.75,0.71,1012.63,6.48,326.0,rain,partly-cloudy-day,Mostly Cloudy,2010,06
3684,2010-06-03T12,78.81,68.26,8.61,0.7,0.35,1012.56,3.3,287.0,rain,partly-cloudy-day,Partly Cloudy,2010,06
3685,2010-06-03T13,81.48,68.43,9.37,0.65,0.29,1011.86,3.05,304.0,rain,partly-cloudy-day,Partly Cloudy,2010,06
3686,2010-06-03T14,83.48,67.65,9.46,0.59,0.32,1011.35,4.72,332.0,rain,partly-cloudy-day,Partly Cloudy,2010,06
3687,2010-06-03T15,84.73,66.91,9.52,0.55,0.31,1010.77,5.68,232.0,rain,partly-cloudy-day,Partly Cloudy,2010,06
3688,2010-06-03T16,84.98,66.59,9.66,0.54,0.32,1010.38,4.63,194.0,rain,partly-cloudy-day,Partly Cloudy,2010,06
3689,2010-06-03T17,84.48,66.5,9.74,0.55,0.3,1009.84,4.95,209.0,rain,partly-cloudy-day,Partly Cloudy,2010,06
3690,2010-06-03T18,85.06,68.01,9.65,0.57,0.34,1009.81,8.69,193.0,rain,partly-cloudy-day,Partly Cloudy,2010,06
3691,2010-06-03T19,83.87,67.44,9.64,0.58,0.34,1009.62,9.08,194.0,rain,partly-cloudy-day,Partly Cloudy,2010,06
3692,2010-06-03T20,76.34,71.1,9.85,0.84,0.57,1012.51,2.28,171.0,,partly-cloudy-day,Partly Cloudy,2010,06
3693,2010-06-03T21,79.83,69.12,9.69,0.7,0.57,1010.31,4.46,216.0,rain,partly-cloudy-night,Partly Cloudy,2010,06
3694,2010-06-03T22,77.79,69.21,9.74,0.75,0.55,1010.94,7.78,201.0,rain,partly-cloudy-night,Partly Cloudy,2010,06
3695,2010-06-03T23,75.73,69.19,9.69,0.8,0.55,1011.54,6.22,219.0,rain,partly-cloudy-night,Partly Cloudy,2010,06
3696,2010-06-04T00,74.69,68.4,9.63,0.81,0.53,1011.75,7.26,201.0,,partly-cloudy-night,Partly Cloudy,2010,06
3697,2010-06-04T01,72.97,68.05,9.49,0.85,0.52,1011.5,5.0,220.0,,partly-cloudy-night,Partly Cloudy,2010,06
3698,2010-06-04T02,71.76,68.03,9.36,0.88,0.22,1011.55,2.96,192.0,,clear-night,Clear,2010,06
3699,2010-06-04T03,71.44,67.89,9.28,0.89,0.53,1011.34,0.4,213.0,,partly-cloudy-night,Partly Cloudy,2010,06
3700,2010-06-04T04,70.59,67.69,9.15,0.91,0.29,1011.28,5.0,230.0,,partly-cloudy-night,Partly Cloudy,2010,06
3701,2010-06-04T05,70.41,67.66,8.75,0.91,0.3,1011.66,2.86,198.0,,partly-cloudy-night,Partly Cloudy,2010,06
3702,2010-06-04T06,70.56,67.83,8.64,0.91,0.65,1012.21,2.29,203.0,,partly-cloudy-night,Mostly Cloudy,2010,06
3703,2010-06-04T07,70.0,67.93,6.75,0.93,0.64,1013.13,2.89,214.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3704,2010-06-04T08,72.55,68.98,8.65,0.89,0.63,1013.54,4.38,230.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3705,2010-06-04T09,74.0,69.18,9.23,0.85,0.58,1013.95,3.47,213.0,,partly-cloudy-day,Partly Cloudy,2010,06
3706,2010-06-04T10,75.51,69.55,9.78,0.82,0.58,1013.95,5.71,198.0,,partly-cloudy-day,Partly Cloudy,2010,06
3707,2010-06-04T11,76.74,70.19,9.86,0.8,0.77,1013.91,3.18,169.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3708,2010-06-04T12,80.41,70.26,9.77,0.71,0.68,1013.81,4.03,245.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3709,2010-06-04T13,79.98,69.8,9.78,0.71,0.68,1013.79,5.11,203.0,rain,partly-cloudy-day,Mostly Cloudy,2010,06
3710,2010-06-04T14,81.72,69.66,9.92,0.67,0.64,1012.92,3.32,195.0,rain,partly-cloudy-day,Mostly Cloudy,2010,06
3711,2010-06-04T15,82.73,69.09,9.29,0.64,0.7,1012.48,4.83,250.0,rain,rain,Light Rain,2010,06
3712,2010-06-04T16,80.86,70.1,9.69,0.7,0.65,1012.0,4.83,261.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3713,2010-06-04T17,74.91,70.38,3.98,0.86,0.88,1012.33,6.54,248.0,rain,rain,Rain,2010,06
3714,2010-06-04T18,74.57,70.42,6.56,0.87,0.65,1012.45,6.4,139.0,rain,rain,Heavy Rain,2010,06
3715,2010-06-04T19,76.55,70.72,9.87,0.82,0.6,1012.03,4.92,176.0,rain,partly-cloudy-day,Mostly Cloudy,2010,06
3716,2010-06-04T20,81.4,70.85,10.0,0.7,0.58,1013.19,8.24,211.0,,partly-cloudy-day,Partly Cloudy,2010,06
3717,2010-06-04T21,75.08,71.69,9.68,0.89,0.27,1013.23,3.09,186.0,,partly-cloudy-night,Partly Cloudy,2010,06
3718,2010-06-04T22,74.63,71.58,9.46,0.9,0.29,1013.57,3.0,160.0,,partly-cloudy-night,Partly Cloudy,2010,06
3719,2010-06-04T23,73.63,71.4,9.39,0.93,0.56,1014.03,2.7,132.0,,partly-cloudy-night,Partly Cloudy,2010,06
3720,2010-06-05T00,73.57,71.44,9.25,0.93,0.51,1013.98,3.0,150.0,,partly-cloudy-night,Partly Cloudy,2010,06
3721,2010-06-05T01,72.63,70.58,8.46,0.93,0.51,1013.53,4.56,170.0,,partly-cloudy-night,Partly Cloudy,2010,06
3722,2010-06-05T02,72.39,70.37,8.91,0.93,0.52,1013.18,3.0,330.0,,partly-cloudy-night,Partly Cloudy,2010,06
3723,2010-06-05T03,72.17,70.26,8.73,0.94,0.26,1012.72,4.64,100.0,,partly-cloudy-night,Partly Cloudy,2010,06
3724,2010-06-05T04,71.49,69.53,6.75,0.94,0.26,1012.8,2.94,200.0,,partly-cloudy-night,Partly Cloudy,2010,06
3725,2010-06-05T05,71.41,69.51,7.66,0.94,0.02,1013.22,,,,clear-night,Clear,2010,06
3726,2010-06-05T06,70.6,69.53,8.15,0.96,0.29,1013.39,2.95,229.0,,partly-cloudy-night,Partly Cloudy,2010,06
3727,2010-06-05T07,71.57,69.73,7.84,0.94,0.31,1013.87,3.09,239.0,,partly-cloudy-day,Partly Cloudy,2010,06
3728,2010-06-05T08,73.74,71.1,8.16,0.92,0.36,1014.24,3.67,215.0,,partly-cloudy-day,Partly Cloudy,2010,06
3729,2010-06-05T09,76.17,72.15,9.32,0.87,0.32,1014.66,6.7,239.0,,partly-cloudy-day,Partly Cloudy,2010,06
3730,2010-06-05T10,79.96,72.35,9.73,0.78,0.29,1014.95,8.42,237.0,,partly-cloudy-day,Partly Cloudy,2010,06
3731,2010-06-05T11,81.41,70.56,10.0,0.7,0.33,1014.93,8.78,232.0,,partly-cloudy-day,Partly Cloudy,2010,06
3732,2010-06-05T12,82.89,70.34,10.0,0.66,0.61,1015.13,10.27,224.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3733,2010-06-05T13,85.27,69.35,10.0,0.59,0.66,1014.87,10.69,234.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3734,2010-06-05T14,86.99,70.53,10.0,0.58,0.62,1014.43,9.25,238.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3735,2010-06-05T15,87.23,69.18,10.0,0.55,0.34,1013.83,9.65,238.0,,partly-cloudy-day,Partly Cloudy,2010,06
3736,2010-06-05T16,87.94,69.45,9.64,0.55,0.61,1013.53,9.6,264.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3737,2010-06-05T17,86.78,69.14,10.0,0.56,0.59,1013.5,9.05,255.0,,partly-cloudy-day,Partly Cloudy,2010,06
3738,2010-06-05T18,85.4,69.84,10.0,0.6,0.56,1011.68,7.69,223.0,,partly-cloudy-day,Partly Cloudy,2010,06
3739,2010-06-05T19,85.06,71.26,10.0,0.64,0.56,1012.33,9.58,215.0,,partly-cloudy-day,Partly Cloudy,2010,06
3740,2010-06-05T20,81.78,70.92,9.34,0.7,0.76,1009.84,10.05,270.0,rain,partly-cloudy-day,Mostly Cloudy,2010,06
3741,2010-06-05T21,79.32,70.46,10.0,0.74,0.59,1013.64,7.01,207.0,,partly-cloudy-night,Partly Cloudy,2010,06
3742,2010-06-05T22,78.01,69.79,9.91,0.76,0.77,1013.61,8.42,202.0,,partly-cloudy-night,Mostly Cloudy,2010,06
3743,2010-06-05T23,76.28,70.31,9.96,0.82,0.77,1013.89,8.49,212.0,rain,partly-cloudy-night,Mostly Cloudy,2010,06
3744,2010-06-06T00,75.88,70.28,10.0,0.83,0.63,1013.76,5.61,228.0,rain,partly-cloudy-night,Mostly Cloudy,2010,06
3745,2010-06-06T01,74.07,70.74,9.86,0.89,0.27,1012.86,5.58,202.0,rain,partly-cloudy-night,Partly Cloudy,2010,06
3746,2010-06-06T02,73.87,70.69,9.52,0.9,0.24,1011.8,4.89,228.0,rain,clear-night,Clear,2010,06
3747,2010-06-06T03,72.87,71.48,9.52,0.95,0.66,1011.26,5.32,204.0,,partly-cloudy-night,Mostly Cloudy,2010,06
3748,2010-06-06T04,73.48,70.66,9.6,0.91,0.84,1012.08,3.82,249.0,,partly-cloudy-night,Mostly Cloudy,2010,06
3749,2010-06-06T05,73.44,70.62,9.62,0.91,0.89,1012.6,8.84,239.0,,partly-cloudy-night,Mostly Cloudy,2010,06
3750,2010-06-06T06,73.36,69.81,9.29,0.89,0.94,1012.82,8.08,236.0,,cloudy,Overcast,2010,06
3751,2010-06-06T07,72.73,69.77,9.23,0.9,0.4,1012.59,7.56,231.0,,partly-cloudy-day,Partly Cloudy,2010,06
3752,2010-06-06T08,73.84,69.15,9.66,0.85,0.31,1013.76,8.34,250.0,,partly-cloudy-day,Partly Cloudy,2010,06
3753,2010-06-06T09,75.11,69.57,9.89,0.83,0.67,1014.25,12.13,276.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3754,2010-06-06T10,77.93,69.91,9.75,0.76,0.7,1014.2,13.08,261.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3755,2010-06-06T11,79.99,70.84,9.64,0.74,0.74,1013.42,9.88,268.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3756,2010-06-06T12,81.38,71.63,9.56,0.72,0.79,1013.06,13.12,275.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3757,2010-06-06T13,79.88,71.38,8.8,0.75,0.9,1012.83,10.68,260.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3758,2010-06-06T14,79.98,71.81,7.61,0.76,0.89,1012.23,14.95,296.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3759,2010-06-06T15,82.43,72.77,8.93,0.73,0.71,1011.35,9.47,268.0,rain,rain,Drizzle,2010,06
3760,2010-06-06T16,84.11,72.6,9.65,0.69,0.73,1010.43,13.37,281.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3761,2010-06-06T17,84.29,70.97,9.47,0.64,0.67,1009.75,10.35,274.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3762,2010-06-06T18,85.13,70.92,9.46,0.63,0.26,1009.61,8.73,271.0,,partly-cloudy-day,Partly Cloudy,2010,06
3763,2010-06-06T19,83.99,70.19,9.54,0.63,0.32,1009.47,12.51,267.0,,partly-cloudy-day,Partly Cloudy,2010,06
3764,2010-06-06T20,80.6,55.09,9.94,0.42,0.22,1015.89,8.75,333.0,,clear-day,Clear,2010,06
3765,2010-06-06T21,78.83,72.06,7.12,0.8,0.92,1011.01,6.77,316.0,rain,rain,Light Rain,2010,06
3766,2010-06-06T22,76.77,72.26,8.89,0.86,0.63,1011.3,6.74,296.0,rain,partly-cloudy-night,Mostly Cloudy,2010,06
3767,2010-06-06T23,76.7,71.38,9.25,0.84,0.7,1012.16,7.62,292.0,rain,partly-cloudy-night,Mostly Cloudy,2010,06
3768,2010-06-07T00,76.35,69.7,9.42,0.8,0.57,1012.17,9.41,317.0,rain,partly-cloudy-night,Partly Cloudy,2010,06
3769,2010-06-07T01,74.44,69.02,9.48,0.83,0.26,1011.98,9.36,318.0,rain,partly-cloudy-night,Partly Cloudy,2010,06
3770,2010-06-07T02,72.52,66.91,9.71,0.83,0.22,1012.16,8.24,336.0,rain,clear-night,Clear,2010,06
3771,2010-06-07T03,70.49,64.23,9.73,0.81,0.0,1012.25,8.58,330.0,rain,clear-night,Clear,2010,06
3772,2010-06-07T04,68.52,62.91,9.72,0.82,0.0,1012.51,9.14,329.0,rain,clear-night,Clear,2010,06
3773,2010-06-07T05,66.61,62.03,9.86,0.85,0.0,1013.02,8.14,329.0,rain,clear-night,Clear,2010,06
3774,2010-06-07T06,65.69,61.76,9.94,0.87,0.24,1013.68,9.63,331.0,rain,clear-night,Clear,2010,06
3775,2010-06-07T07,64.77,59.9,9.9,0.84,0.24,1014.41,8.92,332.0,rain,clear-day,Clear,2010,06
3776,2010-06-07T08,67.84,59.29,9.94,0.74,0.23,1014.92,9.14,351.0,rain,clear-day,Clear,2010,06
3777,2010-06-07T09,71.02,57.81,10.0,0.63,0.21,1015.92,11.31,16.0,,clear-day,Clear,2010,06
3778,2010-06-07T10,74.14,56.49,10.0,0.54,0.21,1016.67,8.6,21.0,,clear-day,Clear,2010,06
3779,2010-06-07T11,76.87,56.02,10.0,0.49,0.22,1016.39,8.05,24.0,,clear-day,Clear,2010,06
3780,2010-06-07T12,79.11,55.07,10.0,0.44,0.22,1016.43,7.91,36.0,,clear-day,Clear,2010,06
3781,2010-06-07T13,80.8,54.67,10.0,0.41,0.22,1016.58,8.22,10.0,,clear-day,Clear,2010,06
3782,2010-06-07T14,81.92,57.18,10.0,0.43,0.23,1016.11,10.61,340.0,,clear-day,Clear,2010,06
3783,2010-06-07T15,82.91,55.63,9.94,0.39,0.53,1015.66,6.32,320.0,,partly-cloudy-day,Partly Cloudy,2010,06
3784,2010-06-07T16,83.75,57.68,10.0,0.41,0.52,1015.32,6.07,322.0,,partly-cloudy-day,Partly Cloudy,2010,06
3785,2010-06-07T17,83.86,57.11,9.94,0.4,0.24,1015.47,11.79,318.0,,clear-day,Clear,2010,06
3786,2010-06-07T18,83.05,55.75,10.0,0.39,0.24,1015.31,8.17,324.0,,clear-day,Clear,2010,06
3787,2010-06-07T19,82.11,57.02,10.0,0.42,0.23,1015.31,9.56,301.0,,clear-day,Clear,2010,06
3788,2010-06-07T20,80.55,63.71,10.0,0.57,0.55,1017.65,4.03,283.0,,partly-cloudy-day,Partly Cloudy,2010,06
3789,2010-06-07T21,77.11,56.62,9.94,0.49,0.22,1016.2,6.4,338.0,,clear-night,Clear,2010,06
3790,2010-06-07T22,75.53,56.92,9.94,0.53,0.21,1016.39,4.84,340.0,,clear-night,Clear,2010,06
3791,2010-06-07T23,74.45,57.49,9.94,0.56,0.21,1016.71,6.38,19.0,,clear-night,Clear,2010,06
3792,2010-06-08T00,73.29,57.61,10.0,0.58,0.21,1016.83,4.77,18.0,,clear-night,Clear,2010,06
3793,2010-06-08T01,70.88,58.42,9.92,0.65,0.21,1016.63,4.85,331.0,,clear-night,Clear,2010,06
3794,2010-06-08T02,69.37,59.1,9.92,0.7,0.0,1016.54,3.07,314.0,,clear-night,Clear,2010,06
3795,2010-06-08T03,68.35,58.92,9.9,0.72,0.0,1016.48,4.92,322.0,,clear-night,Clear,2010,06
3796,2010-06-08T04,66.85,59.33,9.77,0.77,0.0,1016.7,4.81,322.0,,clear-night,Clear,2010,06
3797,2010-06-08T05,66.45,59.37,9.68,0.78,0.0,1017.02,4.7,19.0,,clear-night,Clear,2010,06
3798,2010-06-08T06,65.6,59.23,9.62,0.8,0.24,1017.31,2.92,322.0,,clear-night,Clear,2010,06
3799,2010-06-08T07,67.69,59.13,9.57,0.74,0.55,1017.94,4.84,11.0,,partly-cloudy-day,Partly Cloudy,2010,06
3800,2010-06-08T08,70.07,59.23,9.83,0.69,0.59,1018.76,4.75,38.0,,partly-cloudy-day,Partly Cloudy,2010,06
3801,2010-06-08T09,71.14,61.35,9.79,0.71,0.71,1019.88,6.41,335.0,rain,partly-cloudy-day,Mostly Cloudy,2010,06
3802,2010-06-08T10,72.4,61.57,9.87,0.69,0.72,1020.38,2.88,359.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3803,2010-06-08T11,72.41,62.94,10.0,0.72,0.7,1020.2,4.05,0.0,rain,partly-cloudy-day,Mostly Cloudy,2010,06
3804,2010-06-08T12,75.46,62.71,9.89,0.65,0.67,1020.29,3.75,118.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3805,2010-06-08T13,79.53,62.36,9.89,0.56,0.61,1019.84,1.81,176.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3806,2010-06-08T14,81.93,59.98,9.83,0.47,0.26,1019.52,6.81,237.0,,partly-cloudy-day,Partly Cloudy,2010,06
3807,2010-06-08T15,83.8,60.74,9.89,0.46,0.54,1019.1,2.14,201.0,,partly-cloudy-day,Partly Cloudy,2010,06
3808,2010-06-08T16,85.58,60.37,9.89,0.43,0.55,1018.59,1.22,268.0,,partly-cloudy-day,Partly Cloudy,2010,06
3809,2010-06-08T17,85.83,59.06,10.0,0.41,0.54,1017.83,4.95,282.0,,partly-cloudy-day,Partly Cloudy,2010,06
3810,2010-06-08T18,85.56,58.83,10.0,0.41,0.56,1017.73,1.66,288.0,,partly-cloudy-day,Partly Cloudy,2010,06
3811,2010-06-08T19,84.55,59.36,10.0,0.43,0.54,1017.43,3.27,121.0,,partly-cloudy-day,Partly Cloudy,2010,06
3812,2010-06-08T20,82.43,70.28,9.59,0.67,0.76,1016.78,5.84,270.0,,partly-cloudy-day,Mostly Cloudy,2010,06
3813,2010-06-08T21,79.06,63.15,10.0,0.58,0.55,1017.8,2.83,335.0,,partly-cloudy-night,Partly Cloudy,2010,06
3814,2010-06-08T22,77.85,64.13,10.0,0.63,0.55,1017.93,1.95,140.0,,partly-cloudy-night,Partly Cloudy,2010,06
3815,2010-06-08T23,76.44,65.01,10.0,0.68,0.55,1018.59,4.78,140.0,,partly-cloudy-night,Partly Cloudy,2010,06
3816,2010-06-09T00,74.42,64.97,9.69,0.72,0.53,1018.27,5.85,159.0,,partly-cloudy-night,Partly Cloudy,2010,06
3817,2010-06-09T01,73.7,64.84,9.72,0.74,0.51,1018.18,5.86,200.0,,partly-cloudy-night,Partly Cloudy,2010,06
3818,2010-06-09T02,72.61,64.75,9.66,0.76,0.52,1018.37,0.0,,,partly-cloudy-night,Partly Cloudy,2010,06
3819,2010-06-09T03,72.36,64.74,9.54,0.77,0.53,1018.03,,,,partly-cloudy-night,Partly Cloudy,2010,06
3820,2010-06-09T04,71.52,64.37,9.45,0.78,0.54,1018.3,5.86,180.0,,partly-cloudy-night,Partly Cloudy,2010,06
3821,2010-06-09T05,70.68,64.44,9.37,0.81,0.31,1018.63,2.93,220.0,,partly-cloudy-night,Partly Cloudy,2010,06
3822,2010-06-09T06,70.57,65.1,9.31,0.83,0.64,1018.78,5.87,141.0,,partly-cloudy-night,Mostly Cloudy,2010,06
3823,2010-06-09T07,69.97,64.4,9.08,0.83,0.55,1018.91,6.42,192.0,,partly-cloudy-day,Partly Cloudy,2010,06
3824,2010-06-09T08,72.66,65.33,9.55,0.78,0.23,1019.27,8.57,211.0,,clear-day,Clear,2010,06
3825,2010-06-09T09,75.39,66.34,9.54,0.74,0.23,1019.29,8.33,221.0,,clear-day,Clear,2010,06
3826,2010-06-09T10,79.9,68.21,9.53,0.68,0.22,1019.65,7.66,232.0,,clear-day,Clear,2010,06
