,hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year,Month
1451,2010-03-02T11,34.26,32.2,0.76,0.92,1.0,1005.11,13.54,30.0,rain,rain,Light Rain,2010,03
1452,2010-03-02T12,34.29,32.4,1.42,0.93,1.0,1005.1,13.28,29.0,rain,rain,Light Rain,2010,03
1453,2010-03-02T13,34.32,32.32,1.53,0.92,1.0,1004.87,12.13,20.0,rain,rain,Light Rain,2010,03
1454,2010-03-02T14,36.53,33.99,2.39,0.9,1.0,1004.1,12.38,27.0,rain,rain,Light Rain,2010,03
1455,2010-03-02T15,36.6,34.15,3.6,0.91,1.0,1003.98,10.96,25.0,rain,cloudy,Overcast,2010,03
1456,2010-03-02T16,36.16,35.5,3.67,0.97,1.0,1004.15,9.57,350.0,rain,cloudy,Overcast,2010,03
1457,2010-03-02T17,36.74,35.45,4.13,0.95,1.0,1004.79,10.66,346.0,rain,rain,Drizzle,2010,03
1458,2010-03-02T18,36.1,33.9,7.82,0.92,1.0,1005.48,11.63,318.0,rain,cloudy,Overcast,2010,03
1459,2010-03-02T19,36.19,26.17,10.0,0.67,0.97,1014.81,13.23,310.0,,cloudy,Overcast,2010,03
1460,2010-03-02T20,36.2,34.16,8.89,0.92,1.0,1007.04,8.26,310.0,rain,cloudy,Overcast,2010,03
1461,2010-03-02T21,37.01,34.12,9.55,0.89,1.0,1007.39,11.36,316.0,rain,cloudy,Overcast,2010,03
1462,2010-03-02T22,37.1,33.84,9.91,0.88,1.0,1007.77,10.41,311.0,,cloudy,Overcast,2010,03
1463,2010-03-02T23,36.46,32.12,10.0,0.84,1.0,1008.4,14.51,320.0,,cloudy,Overcast,2010,03
1464,2010-03-03T00,37.0,31.94,10.0,0.82,0.99,1008.31,14.66,319.0,,cloudy,Overcast,2010,03
1465,2010-03-03T01,35.49,31.06,9.95,0.84,0.32,1008.47,13.73,319.0,,partly-cloudy-night,Partly Cloudy,2010,03
1466,2010-03-03T02,35.31,30.57,10.0,0.83,0.29,1008.52,13.9,318.0,,partly-cloudy-night,Partly Cloudy,2010,03
1467,2010-03-03T03,34.3,28.08,10.0,0.78,0.28,1008.42,13.79,319.0,,partly-cloudy-night,Partly Cloudy,2010,03
1468,2010-03-03T04,34.18,27.94,9.92,0.78,0.33,1008.11,11.28,319.0,,partly-cloudy-night,Partly Cloudy,2010,03
1469,2010-03-03T05,34.16,26.93,10.0,0.75,0.67,1008.56,13.83,320.0,,partly-cloudy-night,Mostly Cloudy,2010,03
1470,2010-03-03T06,34.79,26.01,10.0,0.7,0.7,1009.15,14.61,327.0,,partly-cloudy-night,Mostly Cloudy,2010,03
1471,2010-03-03T07,33.84,25.28,9.94,0.71,0.7,1009.99,16.53,319.0,snow,partly-cloudy-night,Mostly Cloudy,2010,03
1472,2010-03-03T08,34.18,25.4,10.0,0.7,0.32,1010.69,17.06,326.0,,partly-cloudy-day,Partly Cloudy,2010,03
1473,2010-03-03T09,35.18,25.59,10.0,0.68,0.31,1011.28,16.02,318.0,,partly-cloudy-day,Partly Cloudy,2010,03
1474,2010-03-03T10,37.29,26.24,10.0,0.64,0.32,1011.66,17.88,334.0,,partly-cloudy-day,Partly Cloudy,2010,03
1475,2010-03-03T11,39.99,27.06,10.0,0.6,0.32,1011.86,15.67,325.0,,partly-cloudy-day,Partly Cloudy,2010,03
1476,2010-03-03T12,42.06,27.88,10.0,0.57,0.35,1011.98,14.57,311.0,,partly-cloudy-day,Partly Cloudy,2010,03
1477,2010-03-03T13,43.03,27.89,10.0,0.55,0.38,1012.05,19.86,318.0,,partly-cloudy-day,Partly Cloudy,2010,03
1478,2010-03-03T14,42.34,28.7,10.0,0.58,0.73,1011.64,15.46,297.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1479,2010-03-03T15,41.44,28.02,10.0,0.59,0.73,1011.68,14.37,302.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1480,2010-03-03T16,40.68,26.87,10.0,0.58,0.78,1012.3,17.38,302.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1481,2010-03-03T17,38.1,26.12,10.0,0.62,0.96,1013.11,14.24,296.0,,cloudy,Overcast,2010,03
1482,2010-03-03T18,37.02,25.75,10.0,0.63,0.95,1013.68,13.5,310.0,,cloudy,Overcast,2010,03
1483,2010-03-03T19,43.23,25.38,10.0,0.49,0.0,1018.32,9.69,317.0,,clear-night,Clear,2010,03
1484,2010-03-03T20,35.36,25.62,10.0,0.67,0.97,1015.36,12.36,310.0,,cloudy,Overcast,2010,03
1485,2010-03-03T21,35.21,24.97,10.0,0.66,0.95,1015.39,14.39,312.0,,cloudy,Overcast,2010,03
1486,2010-03-03T22,34.83,24.44,10.0,0.65,0.94,1015.82,14.42,344.0,,cloudy,Overcast,2010,03
1487,2010-03-03T23,34.04,21.38,10.0,0.59,0.71,1015.87,13.74,337.0,,partly-cloudy-night,Mostly Cloudy,2010,03
1488,2010-03-04T00,32.44,19.75,10.0,0.59,0.32,1016.13,11.39,328.0,,partly-cloudy-night,Partly Cloudy,2010,03
1489,2010-03-04T01,31.43,20.62,10.0,0.64,0.37,1016.02,9.23,311.0,,partly-cloudy-night,Partly Cloudy,2010,03
1490,2010-03-04T02,31.23,21.47,10.0,0.67,0.28,1016.03,8.57,319.0,,partly-cloudy-night,Partly Cloudy,2010,03
1491,2010-03-04T03,30.34,21.54,10.0,0.69,0.21,1015.56,10.19,319.0,,clear-night,Clear,2010,03
1492,2010-03-04T04,30.07,22.36,10.0,0.73,0.0,1015.28,10.28,318.0,,clear-night,Clear,2010,03
1493,2010-03-04T05,30.1,22.45,10.0,0.73,0.01,1015.89,11.73,310.0,,clear-night,Clear,2010,03
1494,2010-03-04T06,29.99,23.2,9.96,0.76,0.01,1016.11,13.25,328.0,,clear-night,Clear,2010,03
1495,2010-03-04T07,29.22,23.18,9.81,0.78,0.02,1016.68,9.72,319.0,,clear-night,Clear,2010,03
1496,2010-03-04T08,31.29,23.54,9.72,0.73,0.02,1017.85,9.33,319.0,,clear-day,Clear,2010,03
1497,2010-03-04T09,35.1,24.18,9.95,0.64,0.0,1018.67,12.49,320.0,,clear-day,Clear,2010,03
1498,2010-03-04T10,38.26,24.49,10.0,0.57,0.01,1018.88,18.03,329.0,,clear-day,Clear,2010,03
1499,2010-03-04T11,41.39,26.02,10.0,0.54,0.01,1018.95,15.26,322.0,,clear-day,Clear,2010,03
1500,2010-03-04T12,44.24,26.13,10.0,0.49,0.02,1018.77,15.54,336.0,,clear-day,Clear,2010,03
1501,2010-03-04T13,46.27,25.8,10.0,0.44,0.23,1018.35,12.6,312.0,,clear-day,Clear,2010,03
1502,2010-03-04T14,48.16,25.92,10.0,0.42,0.25,1017.73,10.24,310.0,,partly-cloudy-day,Partly Cloudy,2010,03
1503,2010-03-04T15,49.14,25.21,10.0,0.39,0.24,1017.55,14.12,318.0,,clear-day,Clear,2010,03
1504,2010-03-04T16,49.09,25.38,10.0,0.39,0.23,1017.44,15.55,322.0,,clear-day,Clear,2010,03
1505,2010-03-04T17,48.12,25.25,10.0,0.4,0.21,1017.47,14.37,326.0,,clear-day,Clear,2010,03
1506,2010-03-04T18,46.18,25.02,10.0,0.43,0.0,1017.92,14.78,318.0,,clear-day,Clear,2010,03
1507,2010-03-04T19,45.94,11.49,10.0,0.24,0.0,1021.75,7.82,331.0,,clear-night,Clear,2010,03
1508,2010-03-04T20,41.72,25.63,10.0,0.52,0.0,1018.43,7.02,315.0,,clear-night,Clear,2010,03
1509,2010-03-04T21,39.48,26.18,10.0,0.59,0.0,1018.74,7.51,307.0,,clear-night,Clear,2010,03
1510,2010-03-04T22,37.52,25.55,10.0,0.62,0.0,1018.96,6.1,289.0,,clear-night,Clear,2010,03
1511,2010-03-04T23,36.7,26.13,10.0,0.65,0.0,1019.62,6.46,273.0,,clear-night,Clear,2010,03
1512,2010-03-05T00,35.65,26.17,10.0,0.68,0.0,1019.65,5.21,285.0,,clear-night,Clear,2010,03
1513,2010-03-05T01,34.51,25.23,10.0,0.69,0.0,1019.47,7.44,310.0,,clear-night,Clear,2010,03
1514,2010-03-05T02,32.96,25.01,10.0,0.72,0.0,1019.75,6.78,293.0,,clear-night,Clear,2010,03
1515,2010-03-05T03,32.08,24.82,10.0,0.74,0.0,1019.46,7.62,318.0,,clear-night,Clear,2010,03
1516,2010-03-05T04,31.64,24.02,9.89,0.73,0.0,1019.35,7.66,309.0,,clear-night,Clear,2010,03
1517,2010-03-05T05,30.81,23.92,10.0,0.75,0.0,1019.76,6.58,300.0,,clear-night,Clear,2010,03
1518,2010-03-05T06,30.14,23.7,9.97,0.77,0.0,1020.45,8.22,310.0,,clear-night,Clear,2010,03
1519,2010-03-05T07,30.18,23.1,9.98,0.75,0.01,1021.06,8.2,309.0,,clear-night,Clear,2010,03
1520,2010-03-05T08,32.42,24.03,9.98,0.71,0.0,1021.85,8.6,309.0,,clear-day,Clear,2010,03
1521,2010-03-05T09,37.79,24.06,10.0,0.57,0.0,1022.23,7.93,321.0,,clear-day,Clear,2010,03
1522,2010-03-05T10,43.33,21.87,9.89,0.42,0.0,1022.38,8.41,348.0,,clear-day,Clear,2010,03
1523,2010-03-05T11,46.23,19.52,10.0,0.34,0.0,1022.58,9.69,357.0,,clear-day,Clear,2010,03
1524,2010-03-05T12,48.37,18.64,10.0,0.3,0.0,1022.47,15.07,334.0,,clear-day,Clear,2010,03
1525,2010-03-05T13,50.25,20.56,10.0,0.31,0.0,1022.02,10.48,321.0,,clear-day,Clear,2010,03
1526,2010-03-05T14,52.01,18.93,10.0,0.27,0.0,1021.05,14.32,337.0,,clear-day,Clear,2010,03
1527,2010-03-05T15,52.27,16.59,10.0,0.24,0.0,1020.83,17.33,330.0,,clear-day,Clear,2010,03
1528,2010-03-05T16,52.41,15.14,10.0,0.22,0.0,1020.74,11.91,318.0,,clear-day,Clear,2010,03
1529,2010-03-05T17,52.23,15.22,10.0,0.23,0.0,1020.46,13.34,328.0,,clear-day,Clear,2010,03
1530,2010-03-05T18,50.03,12.17,10.0,0.21,0.0,1020.95,14.11,343.0,,clear-day,Clear,2010,03
1531,2010-03-05T19,50.84,17.46,10.0,0.26,0.0,1023.53,6.85,317.0,,clear-night,Clear,2010,03
1532,2010-03-05T20,43.16,11.72,10.0,0.27,0.0,1022.15,7.63,337.0,,clear-night,Clear,2010,03
1533,2010-03-05T21,42.21,13.21,10.0,0.3,0.0,1022.62,7.35,331.0,,clear-night,Clear,2010,03
1534,2010-03-05T22,39.16,14.15,10.0,0.35,0.0,1022.85,5.83,339.0,,clear-night,Clear,2010,03
1535,2010-03-05T23,37.98,15.11,10.0,0.39,0.0,1022.97,7.44,331.0,,clear-night,Clear,2010,03
1536,2010-03-06T00,37.8,16.15,10.0,0.41,0.0,1023.17,9.04,349.0,,clear-night,Clear,2010,03
1537,2010-03-06T01,36.84,16.09,10.0,0.42,0.0,1023.21,5.96,0.0,,clear-night,Clear,2010,03
1538,2010-03-06T02,33.84,16.72,10.0,0.49,0.0,1023.67,6.76,332.0,,clear-night,Clear,2010,03
1539,2010-03-06T03,30.93,16.92,10.0,0.56,0.0,1023.58,7.34,311.0,,clear-night,Clear,2010,03
1540,2010-03-06T04,30.24,17.97,10.0,0.6,0.0,1023.7,6.73,330.0,,clear-night,Clear,2010,03
1541,2010-03-06T05,29.38,17.27,10.0,0.6,0.0,1024.38,6.53,320.0,,clear-night,Clear,2010,03
1542,2010-03-06T06,29.01,17.2,10.0,0.61,0.0,1024.91,5.69,329.0,,clear-night,Clear,2010,03
1543,2010-03-06T07,28.6,17.32,10.0,0.62,0.01,1025.33,5.29,334.0,,clear-night,Clear,2010,03
1544,2010-03-06T08,31.79,19.67,10.0,0.6,0.0,1025.79,5.7,342.0,,clear-day,Clear,2010,03
1545,2010-03-06T09,38.61,19.8,10.0,0.46,0.0,1025.98,2.63,23.0,,clear-day,Clear,2010,03
1546,2010-03-06T10,44.2,17.81,10.0,0.34,0.0,1026.15,1.45,43.0,,clear-day,Clear,2010,03
1547,2010-03-06T11,48.23,16.38,10.0,0.28,0.0,1026.23,1.79,69.0,,clear-day,Clear,2010,03
1548,2010-03-06T12,50.37,16.27,10.0,0.25,0.0,1025.93,3.14,280.0,,clear-day,Clear,2010,03
1549,2010-03-06T13,53.17,17.25,10.0,0.24,0.2,1025.31,2.62,302.0,,clear-day,Clear,2010,03
1550,2010-03-06T14,54.55,17.05,10.0,0.23,0.2,1024.52,4.65,305.0,,clear-day,Clear,2010,03
1551,2010-03-06T15,57.25,17.39,10.0,0.21,0.0,1024.08,5.67,285.0,,clear-day,Clear,2010,03
1552,2010-03-06T16,57.35,15.64,10.0,0.19,0.0,1023.58,6.52,330.0,,clear-day,Clear,2010,03
1553,2010-03-06T17,57.28,16.59,10.0,0.2,0.0,1023.19,7.32,314.0,,clear-day,Clear,2010,03
1554,2010-03-06T18,55.3,15.63,10.0,0.21,0.0,1023.29,7.71,324.0,,clear-day,Clear,2010,03
1555,2010-03-06T19,56.24,17.87,9.91,0.22,0.52,1020.83,4.82,298.0,,partly-cloudy-night,Partly Cloudy,2010,03
1556,2010-03-06T20,48.76,16.23,10.0,0.27,0.0,1023.75,5.85,308.0,,clear-night,Clear,2010,03
1557,2010-03-06T21,46.37,17.31,10.0,0.31,0.0,1023.8,6.34,324.0,,clear-night,Clear,2010,03
1558,2010-03-06T22,44.55,17.82,10.0,0.34,0.0,1023.44,3.12,301.0,,clear-night,Clear,2010,03
1559,2010-03-06T23,42.61,19.03,10.0,0.38,0.0,1022.89,2.99,285.0,,clear-night,Clear,2010,03
1560,2010-03-07T00,39.64,19.13,10.0,0.43,0.0,1024.15,6.6,279.0,,clear-night,Clear,2010,03
1561,2010-03-07T01,38.56,19.49,10.0,0.46,0.0,1023.97,4.85,280.0,,clear-night,Clear,2010,03
1562,2010-03-07T02,37.13,19.63,10.0,0.49,0.0,1023.5,4.93,321.0,,clear-night,Clear,2010,03
1563,2010-03-07T03,34.14,20.76,10.0,0.58,0.0,1023.18,3.21,345.0,,clear-night,Clear,2010,03
1564,2010-03-07T04,32.14,20.82,10.0,0.63,0.0,1023.58,4.63,270.0,,clear-night,Clear,2010,03
1565,2010-03-07T05,34.58,20.48,10.0,0.56,0.0,1024.1,5.75,292.0,,clear-night,Clear,2010,03
1566,2010-03-07T06,31.46,20.59,10.0,0.64,0.01,1024.29,6.76,301.0,,clear-night,Clear,2010,03
1567,2010-03-07T07,31.59,20.75,10.0,0.64,0.24,1024.84,7.76,301.0,,clear-night,Clear,2010,03
1568,2010-03-07T08,33.81,22.46,10.0,0.63,0.26,1025.51,6.76,321.0,,partly-cloudy-day,Partly Cloudy,2010,03
1569,2010-03-07T09,38.35,22.98,10.0,0.54,0.54,1025.57,6.79,320.0,,partly-cloudy-day,Partly Cloudy,2010,03
1570,2010-03-07T10,44.03,22.4,10.0,0.42,0.7,1025.08,1.89,9.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1571,2010-03-07T11,48.46,22.38,10.0,0.35,0.7,1024.89,3.02,279.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1572,2010-03-07T12,52.98,22.01,10.0,0.3,0.7,1024.9,6.64,295.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1573,2010-03-07T13,57.1,19.28,10.0,0.23,0.54,1023.74,8.96,290.0,,partly-cloudy-day,Partly Cloudy,2010,03
1574,2010-03-07T14,59.05,19.36,10.0,0.21,0.54,1022.58,6.65,319.0,,partly-cloudy-day,Partly Cloudy,2010,03
1575,2010-03-07T15,60.68,18.9,10.0,0.2,0.7,1022.05,6.25,291.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1576,2010-03-07T16,61.05,19.36,10.0,0.2,0.7,1021.51,8.54,304.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1577,2010-03-07T17,59.97,17.1,10.0,0.19,0.7,1021.14,6.46,316.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1578,2010-03-07T18,58.7,17.12,10.0,0.19,0.7,1021.09,4.59,323.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1579,2010-03-07T19,64.91,34.07,10.0,0.32,0.21,1015.69,4.27,277.0,,clear-night,Clear,2010,03
1580,2010-03-07T20,52.31,20.37,10.0,0.28,0.53,1021.17,5.75,309.0,,partly-cloudy-night,Partly Cloudy,2010,03
1581,2010-03-07T21,48.81,22.12,10.0,0.35,0.22,1021.36,5.84,318.0,,clear-night,Clear,2010,03
1582,2010-03-07T22,46.58,22.64,10.0,0.38,0.02,1021.57,5.92,318.0,,clear-night,Clear,2010,03
1583,2010-03-07T23,44.58,23.63,10.0,0.43,0.03,1021.54,3.14,290.0,,clear-night,Clear,2010,03
1584,2010-03-08T00,43.42,22.88,10.0,0.44,0.0,1021.12,5.99,290.0,,clear-night,Clear,2010,03
1585,2010-03-08T01,41.75,23.9,10.0,0.49,0.0,1020.58,3.05,254.0,,clear-night,Clear,2010,03
1586,2010-03-08T02,41.59,23.5,10.0,0.48,0.0,1020.36,4.86,297.0,,clear-night,Clear,2010,03
1587,2010-03-08T03,39.86,23.13,10.0,0.51,0.0,1020.08,6.9,309.0,,clear-night,Clear,2010,03
1588,2010-03-08T04,39.62,23.91,10.0,0.53,0.0,1019.98,3.05,300.0,,clear-night,Clear,2010,03
1589,2010-03-08T05,39.79,22.94,10.0,0.51,0.0,1020.37,3.07,289.0,,clear-night,Clear,2010,03
1590,2010-03-08T06,38.15,23.29,10.0,0.55,0.0,1020.66,5.82,300.0,,clear-night,Clear,2010,03
1591,2010-03-08T07,37.09,24.76,9.94,0.61,0.23,1020.86,7.87,309.0,,clear-night,Clear,2010,03
1592,2010-03-08T08,40.46,26.9,10.0,0.58,0.22,1021.36,5.87,310.0,,clear-day,Clear,2010,03
1593,2010-03-08T09,49.6,26.17,9.87,0.4,0.22,1021.36,6.63,308.0,,clear-day,Clear,2010,03
1594,2010-03-08T10,55.05,27.07,10.0,0.34,0.21,1021.09,6.78,301.0,,clear-day,Clear,2010,03
1595,2010-03-08T11,61.12,28.69,10.0,0.29,0.01,1020.56,7.51,316.0,,clear-day,Clear,2010,03
1596,2010-03-08T12,64.87,31.18,10.0,0.28,0.21,1020.1,2.69,265.0,,clear-day,Clear,2010,03
1597,2010-03-08T13,68.24,33.54,9.97,0.28,0.0,1018.86,5.96,289.0,,clear-day,Clear,2010,03
1598,2010-03-08T14,70.3,36.35,10.0,0.29,0.21,1017.75,7.48,333.0,,clear-day,Clear,2010,03
1599,2010-03-08T15,70.55,34.3,10.0,0.26,0.22,1016.36,3.88,252.0,,clear-day,Clear,2010,03
1600,2010-03-08T16,72.13,33.86,10.0,0.25,0.22,1015.66,7.39,312.0,,clear-day,Clear,2010,03
1601,2010-03-08T17,71.12,33.87,10.0,0.25,0.2,1015.58,6.4,302.0,,clear-day,Clear,2010,03
1602,2010-03-08T18,69.11,33.82,10.0,0.27,0.2,1015.58,6.38,321.0,,clear-day,Clear,2010,03
1603,2010-03-08T19,62.18,34.81,9.92,0.36,0.9,1013.88,6.0,171.0,,partly-cloudy-night,Mostly Cloudy,2010,03
1604,2010-03-08T20,59.66,36.1,10.0,0.41,0.2,1016.1,5.92,254.0,,clear-night,Clear,2010,03
1605,2010-03-08T21,57.77,36.91,10.0,0.46,0.2,1015.91,3.07,244.0,,clear-night,Clear,2010,03
1606,2010-03-08T22,56.14,36.83,10.0,0.48,0.2,1015.93,5.46,249.0,,clear-night,Clear,2010,03
1607,2010-03-08T23,55.45,36.27,10.0,0.48,0.2,1015.99,7.51,250.0,,clear-night,Clear,2010,03
1608,2010-03-09T00,53.12,35.98,10.0,0.52,0.21,1015.64,7.75,270.0,,clear-night,Clear,2010,03
1609,2010-03-09T01,51.86,35.73,9.97,0.54,0.21,1015.33,4.89,270.0,,clear-night,Clear,2010,03
1610,2010-03-09T02,48.87,35.8,9.9,0.6,0.21,1015.33,5.0,20.0,,clear-night,Clear,2010,03
1611,2010-03-09T03,46.46,35.53,9.79,0.65,0.21,1014.75,0.0,,,clear-night,Clear,2010,03
1612,2010-03-09T04,44.02,36.03,9.68,0.73,0.21,1014.88,3.0,180.0,,clear-night,Clear,2010,03
1613,2010-03-09T05,43.32,35.24,9.7,0.73,0.21,1015.31,1.7,211.0,,clear-night,Clear,2010,03
1614,2010-03-09T06,44.07,35.17,9.6,0.71,0.03,1015.64,1.04,238.0,,clear-night,Clear,2010,03
1615,2010-03-09T07,43.82,35.24,9.38,0.72,0.28,1016.18,1.32,260.0,,partly-cloudy-night,Partly Cloudy,2010,03
1616,2010-03-09T08,46.34,38.11,9.25,0.73,0.24,1017.23,4.71,220.0,,clear-day,Clear,2010,03
1617,2010-03-09T09,53.04,37.99,9.53,0.57,0.26,1017.34,4.65,236.0,,partly-cloudy-day,Partly Cloudy,2010,03
1618,2010-03-09T10,60.15,34.07,9.65,0.37,0.54,1017.82,7.19,261.0,,partly-cloudy-day,Partly Cloudy,2010,03
1619,2010-03-09T11,63.97,32.82,9.89,0.31,0.54,1017.48,7.85,244.0,,partly-cloudy-day,Partly Cloudy,2010,03
1620,2010-03-09T12,65.67,32.37,9.89,0.29,0.55,1016.74,7.7,235.0,,partly-cloudy-day,Partly Cloudy,2010,03
1621,2010-03-09T13,67.31,31.82,9.89,0.27,0.58,1015.85,8.9,213.0,,partly-cloudy-day,Partly Cloudy,2010,03
1622,2010-03-09T14,67.33,31.47,9.89,0.26,0.64,1015.05,7.77,188.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1623,2010-03-09T15,67.22,32.4,9.83,0.27,0.75,1014.66,10.41,208.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1624,2010-03-09T16,67.95,33.68,10.0,0.28,0.74,1014.4,10.06,173.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1625,2010-03-09T17,66.82,32.42,10.0,0.28,0.68,1013.83,12.07,188.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1626,2010-03-09T18,64.21,33.26,9.93,0.31,0.82,1013.38,10.76,171.0,,partly-cloudy-day,Mostly Cloudy,2010,03
1627,2010-03-09T19,52.3,50.38,2.7,0.93,0.95,1012.66,11.47,136.0,rain,rain,Light Rain,2010,03
1628,2010-03-09T20,61.12,36.62,10.0,0.4,0.9,1014.01,6.3,171.0,,partly-cloudy-night,Mostly Cloudy,2010,03
1629,2010-03-09T21,59.25,38.76,10.0,0.47,0.85,1014.28,7.35,187.0,,partly-cloudy-night,Mostly Cloudy,2010,03
1630,2010-03-09T22,58.25,40.1,10.0,0.51,0.89,1014.33,6.99,181.0,,partly-cloudy-night,Mostly Cloudy,2010,03
1631,2010-03-09T23,57.14,42.18,10.0,0.57,0.89,1014.3,5.01,192.0,,partly-cloudy-night,Mostly Cloudy,2010,03
1632,2010-03-10T00,56.17,43.21,10.0,0.62,0.92,1014.19,5.84,173.0,,partly-cloudy-night,Mostly Cloudy,2010,03
1633,2010-03-10T01,55.96,43.2,9.86,0.62,0.88,1012.82,6.81,147.0,,partly-cloudy-night,Mostly Cloudy,2010,03
