,hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year,Month
776,2010-02-02T08,38.86,36.87,5.3,0.92,1.0,1018.39,6.57,30.0,rain,rain,Drizzle,2010,02
777,2010-02-02T09,39.68,36.98,3.34,0.9,1.0,1018.86,7.07,23.0,,cloudy,Overcast,2010,02
778,2010-02-02T10,40.69,37.36,6.08,0.88,1.0,1018.51,7.63,37.0,,cloudy,Overcast,2010,02
779,2010-02-02T11,41.9,38.75,6.4,0.88,1.0,1018.49,6.03,34.0,,cloudy,Overcast,2010,02
780,2010-02-02T12,42.29,39.03,6.62,0.88,1.0,1018.04,6.09,326.0,,cloudy,Overcast,2010,02
781,2010-02-02T13,43.62,40.05,6.54,0.87,1.0,1017.09,5.77,310.0,,cloudy,Overcast,2010,02
782,2010-02-02T14,43.85,39.99,8.08,0.86,1.0,1016.32,6.94,315.0,,cloudy,Overcast,2010,02
783,2010-02-02T15,45.41,41.23,9.29,0.85,1.0,1016.03,7.4,308.0,,cloudy,Overcast,2010,02
784,2010-02-02T16,46.42,41.88,9.72,0.84,1.0,1016.8,8.42,300.0,,cloudy,Overcast,2010,02
785,2010-02-02T17,46.28,41.22,9.7,0.82,1.0,1017.26,9.72,308.0,,cloudy,Overcast,2010,02
786,2010-02-02T18,45.96,40.96,9.77,0.83,1.0,1017.56,10.06,316.0,,cloudy,Overcast,2010,02
787,2010-02-02T19,46.63,32.68,10.0,0.58,0.55,1021.46,6.25,320.0,,partly-cloudy-night,Partly Cloudy,2010,02
788,2010-02-02T20,44.97,38.92,8.97,0.79,0.93,1018.24,10.66,310.0,,partly-cloudy-night,Mostly Cloudy,2010,02
789,2010-02-02T21,44.22,39.59,8.55,0.84,0.79,1019.02,7.66,300.0,,partly-cloudy-night,Mostly Cloudy,2010,02
790,2010-02-02T22,42.36,38.59,7.34,0.86,0.59,1019.46,8.45,309.0,,partly-cloudy-night,Partly Cloudy,2010,02
791,2010-02-02T23,41.33,38.29,7.31,0.89,0.31,1019.57,8.22,318.0,,partly-cloudy-night,Partly Cloudy,2010,02
792,2010-02-03T00,40.64,37.45,7.65,0.88,0.42,1019.52,7.89,336.0,,partly-cloudy-night,Partly Cloudy,2010,02
793,2010-02-03T01,40.76,36.41,9.46,0.84,0.92,1020.21,5.17,318.0,,partly-cloudy-night,Mostly Cloudy,2010,02
794,2010-02-03T02,41.34,34.56,8.15,0.77,0.78,1020.41,7.65,320.0,,partly-cloudy-night,Mostly Cloudy,2010,02
795,2010-02-03T03,40.85,32.92,8.4,0.73,0.78,1020.59,9.8,319.0,,partly-cloudy-night,Mostly Cloudy,2010,02
796,2010-02-03T04,39.71,31.35,8.45,0.72,0.68,1020.49,8.25,327.0,,partly-cloudy-night,Mostly Cloudy,2010,02
797,2010-02-03T05,38.25,31.19,9.95,0.75,0.36,1020.56,7.98,335.0,,partly-cloudy-night,Partly Cloudy,2010,02
798,2010-02-03T06,38.1,30.26,9.9,0.73,0.39,1020.62,13.45,338.0,,partly-cloudy-night,Partly Cloudy,2010,02
799,2010-02-03T07,37.78,30.01,9.94,0.73,0.31,1020.76,10.62,337.0,,partly-cloudy-night,Partly Cloudy,2010,02
800,2010-02-03T08,36.87,30.0,9.82,0.76,0.28,1020.95,11.46,338.0,,partly-cloudy-day,Partly Cloudy,2010,02
801,2010-02-03T09,39.03,30.29,9.96,0.71,0.24,1022.15,13.0,346.0,,clear-day,Clear,2010,02
802,2010-02-03T10,41.25,31.1,9.96,0.67,0.23,1022.84,13.21,339.0,,clear-day,Clear,2010,02
803,2010-02-03T11,44.26,31.78,10.0,0.61,0.22,1022.92,9.81,330.0,,clear-day,Clear,2010,02
804,2010-02-03T12,46.93,32.51,10.0,0.57,0.24,1022.58,7.72,301.0,,clear-day,Clear,2010,02
805,2010-02-03T13,50.19,33.01,10.0,0.51,0.22,1021.85,8.12,302.0,,clear-day,Clear,2010,02
806,2010-02-03T14,52.82,32.29,10.0,0.45,0.22,1020.58,7.6,3.0,,clear-day,Clear,2010,02
807,2010-02-03T15,54.01,32.07,10.0,0.43,0.22,1020.14,5.23,324.0,,clear-day,Clear,2010,02
808,2010-02-03T16,55.05,31.96,10.0,0.41,0.22,1020.14,5.76,316.0,,clear-day,Clear,2010,02
809,2010-02-03T17,53.75,32.2,10.0,0.44,0.22,1020.52,6.95,305.0,,clear-day,Clear,2010,02
810,2010-02-03T18,49.67,32.63,10.0,0.52,0.54,1020.73,6.49,318.0,,partly-cloudy-day,Partly Cloudy,2010,02
811,2010-02-03T19,38.88,34.27,7.86,0.83,1.0,1022.26,14.71,89.0,rain,cloudy,Overcast,2010,02
812,2010-02-03T20,45.82,32.29,10.0,0.59,0.54,1022.67,8.21,328.0,,partly-cloudy-night,Partly Cloudy,2010,02
813,2010-02-03T21,44.66,31.96,10.0,0.61,0.7,1023.3,8.86,340.0,,partly-cloudy-night,Mostly Cloudy,2010,02
814,2010-02-03T22,41.96,31.27,10.0,0.66,0.53,1023.17,7.0,341.0,,partly-cloudy-night,Partly Cloudy,2010,02
815,2010-02-03T23,40.84,31.16,10.0,0.68,0.71,1022.84,2.84,327.0,,partly-cloudy-night,Mostly Cloudy,2010,02
816,2010-02-04T00,39.52,31.51,9.9,0.73,0.71,1022.79,4.61,330.0,,partly-cloudy-night,Mostly Cloudy,2010,02
817,2010-02-04T01,38.66,31.42,9.88,0.75,0.72,1022.77,2.84,343.0,,partly-cloudy-night,Mostly Cloudy,2010,02
818,2010-02-04T02,39.84,31.67,9.68,0.72,0.72,1022.78,5.91,42.0,,partly-cloudy-night,Mostly Cloudy,2010,02
819,2010-02-04T03,39.41,32.17,9.72,0.75,0.68,1023.17,4.75,52.0,,partly-cloudy-night,Mostly Cloudy,2010,02
820,2010-02-04T04,38.76,33.04,9.73,0.8,0.68,1022.98,5.76,90.0,,partly-cloudy-night,Mostly Cloudy,2010,02
821,2010-02-04T05,39.63,33.93,7.68,0.8,0.69,1023.45,4.94,79.0,,partly-cloudy-night,Mostly Cloudy,2010,02
822,2010-02-04T06,41.03,35.45,9.63,0.8,0.76,1023.8,5.96,80.0,,partly-cloudy-night,Mostly Cloudy,2010,02
823,2010-02-04T07,40.67,35.65,7.92,0.82,0.82,1024.51,7.63,88.0,,partly-cloudy-night,Mostly Cloudy,2010,02
824,2010-02-04T08,41.77,36.64,9.12,0.82,0.9,1024.45,10.55,79.0,,partly-cloudy-day,Mostly Cloudy,2010,02
825,2010-02-04T09,41.97,36.84,6.67,0.82,0.91,1024.29,12.76,80.0,rain,partly-cloudy-day,Mostly Cloudy,2010,02
826,2010-02-04T10,41.34,37.56,3.9,0.86,0.95,1024.76,12.96,80.0,rain,rain,Light Rain,2010,02
827,2010-02-04T11,41.22,37.43,3.76,0.86,0.97,1026.73,11.25,79.0,rain,rain,Light Rain,2010,02
828,2010-02-04T12,40.22,37.53,3.65,0.9,0.97,1026.52,12.56,80.0,rain,rain,Light Rain,2010,02
829,2010-02-04T13,39.98,36.99,3.43,0.89,1.0,1025.78,14.06,79.0,rain,rain,Light Rain,2010,02
830,2010-02-04T14,39.33,36.86,3.54,0.91,0.99,1024.68,13.54,70.0,rain,cloudy,Overcast,2010,02
831,2010-02-04T15,39.14,36.28,3.7,0.89,0.98,1024.34,16.09,71.0,rain,cloudy,Overcast,2010,02
832,2010-02-04T16,39.64,35.91,3.91,0.86,0.98,1023.1,13.16,72.0,rain,cloudy,Overcast,2010,02
833,2010-02-04T17,39.11,35.12,7.19,0.85,0.99,1022.74,16.91,80.0,rain,cloudy,Overcast,2010,02
834,2010-02-04T18,39.01,34.95,6.71,0.85,0.99,1023.28,14.77,87.0,rain,cloudy,Overcast,2010,02
835,2010-02-04T19,39.42,38.82,1.03,0.98,1.0,1003.43,3.04,110.0,rain,fog,Foggy,2010,02
836,2010-02-04T20,38.86,34.94,5.72,0.86,0.98,1022.2,13.08,88.0,rain,rain,Light Rain,2010,02
837,2010-02-04T21,38.08,35.23,5.63,0.89,1.0,1020.79,13.5,89.0,rain,rain,Light Rain,2010,02
838,2010-02-04T22,38.01,35.27,5.55,0.9,1.0,1020.58,15.1,98.0,rain,rain,Light Rain,2010,02
839,2010-02-04T23,37.46,35.99,4.8,0.94,1.0,1019.03,14.95,88.0,rain,rain,Light Rain,2010,02
840,2010-02-05T00,38.12,36.07,3.88,0.92,1.0,1018.0,19.75,80.0,rain,rain,Rain and Breezy,2010,02
841,2010-02-05T01,38.14,36.12,4.39,0.92,1.0,1017.17,18.82,81.0,rain,rain,Rain and Breezy,2010,02
842,2010-02-05T02,38.16,36.01,3.09,0.92,1.0,1016.02,15.43,89.0,rain,rain,Heavy Rain,2010,02
843,2010-02-05T03,38.16,36.03,3.86,0.92,1.0,1015.2,17.31,89.0,rain,rain,Rain,2010,02
844,2010-02-05T04,38.1,35.93,3.98,0.92,1.0,1013.64,19.77,88.0,rain,rain,Rain and Breezy,2010,02
845,2010-02-05T05,38.06,35.93,4.68,0.92,1.0,1012.7,14.61,96.0,rain,rain,Rain,2010,02
846,2010-02-05T06,37.89,35.93,4.03,0.93,1.0,1013.24,11.5,74.0,rain,rain,Rain,2010,02
847,2010-02-05T07,37.83,35.88,4.72,0.93,1.0,1013.2,14.05,89.0,rain,rain,Rain,2010,02
848,2010-02-05T08,37.3,36.0,3.04,0.95,1.0,1012.3,17.53,90.0,rain,rain,Rain,2010,02
849,2010-02-05T09,37.98,35.99,3.46,0.92,1.0,1010.46,18.69,89.0,rain,rain,Rain,2010,02
850,2010-02-05T10,38.07,36.08,3.33,0.92,1.0,1009.38,18.21,81.0,rain,rain,Rain,2010,02
851,2010-02-05T11,38.12,36.13,6.33,0.92,1.0,1007.87,23.08,90.0,rain,rain,Light Rain and Breezy,2010,02
852,2010-02-05T12,38.88,37.0,9.46,0.93,1.0,1004.86,10.78,73.0,rain,rain,Drizzle,2010,02
853,2010-02-05T13,38.8,36.88,1.57,0.93,1.0,1005.14,11.08,77.0,rain,fog,Foggy,2010,02
854,2010-02-05T14,38.89,37.16,1.38,0.93,1.0,1003.78,11.13,78.0,rain,rain,Light Rain,2010,02
855,2010-02-05T15,39.05,37.91,1.9,0.96,1.0,1003.05,9.11,72.0,rain,rain,Rain,2010,02
856,2010-02-05T16,39.32,37.38,4.16,0.93,1.0,1002.74,6.98,81.0,rain,cloudy,Overcast,2010,02
857,2010-02-05T17,39.35,37.35,2.15,0.92,1.0,1003.18,2.94,74.0,rain,cloudy,Overcast,2010,02
858,2010-02-05T18,39.4,38.06,1.93,0.95,1.0,1003.3,2.43,84.0,rain,fog,Foggy,2010,02
859,2010-02-05T19,36.0,28.94,10.0,0.75,1.0,1011.43,13.48,318.0,,cloudy,Overcast,2010,02
860,2010-02-05T20,39.5,38.99,1.97,0.98,1.0,1003.52,2.1,203.0,,fog,Foggy,2010,02
861,2010-02-05T21,40.29,39.12,2.53,0.96,1.0,1003.08,4.63,218.0,rain,cloudy,Overcast,2010,02
862,2010-02-05T22,41.3,40.06,2.92,0.95,1.0,1003.12,3.57,262.0,rain,cloudy,Overcast,2010,02
863,2010-02-05T23,42.91,41.55,7.39,0.95,1.0,1003.2,7.45,257.0,rain,cloudy,Overcast,2010,02
864,2010-02-06T00,44.55,42.89,8.82,0.94,1.0,1002.91,8.78,258.0,rain,cloudy,Overcast,2010,02
865,2010-02-06T01,44.89,43.69,5.64,0.96,1.0,1002.46,6.7,253.0,rain,cloudy,Overcast,2010,02
866,2010-02-06T02,45.73,43.04,9.62,0.9,1.0,1002.2,9.71,268.0,rain,cloudy,Overcast,2010,02
867,2010-02-06T03,45.0,41.43,9.95,0.87,1.0,1002.31,13.94,268.0,,cloudy,Overcast,2010,02
868,2010-02-06T04,43.94,40.38,9.68,0.87,0.99,1002.3,10.16,263.0,rain,cloudy,Overcast,2010,02
869,2010-02-06T05,42.16,38.19,10.0,0.86,0.97,1002.69,12.3,267.0,rain,cloudy,Overcast,2010,02
870,2010-02-06T06,40.48,36.25,10.0,0.85,0.97,1003.0,12.0,260.0,,cloudy,Overcast,2010,02
871,2010-02-06T07,41.06,37.0,10.0,0.85,1.0,1003.51,10.35,262.0,rain,cloudy,Overcast,2010,02
872,2010-02-06T08,41.07,36.96,9.83,0.85,1.0,1004.19,11.36,265.0,,cloudy,Overcast,2010,02
873,2010-02-06T09,40.12,36.94,9.97,0.88,0.99,1004.72,14.6,272.0,rain,cloudy,Overcast,2010,02
874,2010-02-06T10,41.01,35.84,9.62,0.82,0.83,1005.22,13.79,275.0,rain,partly-cloudy-day,Mostly Cloudy,2010,02
875,2010-02-06T11,40.72,34.75,9.77,0.79,0.99,1005.71,17.95,303.0,,cloudy,Overcast,2010,02
876,2010-02-06T12,39.58,33.08,9.62,0.77,0.84,1006.52,17.9,291.0,rain,partly-cloudy-day,Mostly Cloudy,2010,02
877,2010-02-06T13,37.22,32.69,9.82,0.83,1.0,1007.23,15.46,307.0,,cloudy,Overcast,2010,02
878,2010-02-06T14,36.42,31.09,9.89,0.81,1.0,1007.64,15.34,307.0,,cloudy,Overcast,2010,02
879,2010-02-06T15,37.0,30.26,9.89,0.76,1.0,1008.25,14.4,301.0,,cloudy,Overcast,2010,02
880,2010-02-06T16,36.98,30.01,10.0,0.76,1.0,1009.17,13.72,306.0,,cloudy,Overcast,2010,02
881,2010-02-06T17,36.2,29.16,10.0,0.75,1.0,1010.08,12.77,310.0,,cloudy,Overcast,2010,02
882,2010-02-06T18,36.08,28.9,9.39,0.75,1.0,1010.96,13.53,312.0,,cloudy,Overcast,2010,02
883,2010-02-06T19,38.13,29.22,10.0,0.7,0.36,1017.2,8.43,326.0,,partly-cloudy-night,Partly Cloudy,2010,02
884,2010-02-06T20,35.18,28.72,10.0,0.77,1.0,1012.26,10.94,319.0,,cloudy,Overcast,2010,02
885,2010-02-06T21,35.03,28.07,10.0,0.75,0.99,1012.9,12.28,327.0,,cloudy,Overcast,2010,02
886,2010-02-06T22,34.31,28.01,10.0,0.77,0.98,1014.03,11.57,327.0,,cloudy,Overcast,2010,02
887,2010-02-06T23,34.17,27.25,10.0,0.75,0.99,1014.84,12.18,330.0,,cloudy,Overcast,2010,02
888,2010-02-07T00,34.03,27.16,9.96,0.76,1.0,1015.1,13.9,338.0,,cloudy,Overcast,2010,02
889,2010-02-07T01,33.3,27.11,9.96,0.78,0.99,1015.04,11.2,336.0,,cloudy,Overcast,2010,02
890,2010-02-07T02,33.05,27.11,9.96,0.78,0.93,1014.9,8.76,331.0,,partly-cloudy-night,Mostly Cloudy,2010,02
891,2010-02-07T03,32.24,27.17,9.9,0.81,0.89,1015.27,8.75,320.0,,partly-cloudy-night,Mostly Cloudy,2010,02
892,2010-02-07T04,31.35,26.39,9.9,0.82,0.6,1015.11,7.49,309.0,,partly-cloudy-night,Mostly Cloudy,2010,02
893,2010-02-07T05,30.46,26.37,9.91,0.85,0.31,1015.37,5.8,310.0,,partly-cloudy-night,Partly Cloudy,2010,02
894,2010-02-07T06,30.35,26.29,9.86,0.85,0.3,1015.7,7.21,318.0,,partly-cloudy-night,Partly Cloudy,2010,02
895,2010-02-07T07,30.23,26.29,9.7,0.85,0.29,1016.48,8.51,309.0,,partly-cloudy-night,Partly Cloudy,2010,02
896,2010-02-07T08,30.24,26.41,9.41,0.85,0.32,1017.37,7.82,308.0,,partly-cloudy-day,Partly Cloudy,2010,02
897,2010-02-07T09,32.33,27.33,9.66,0.82,0.3,1017.73,11.71,319.0,,partly-cloudy-day,Partly Cloudy,2010,02
898,2010-02-07T10,35.34,28.15,9.92,0.75,0.29,1018.06,8.04,322.0,,partly-cloudy-day,Partly Cloudy,2010,02
899,2010-02-07T11,38.22,30.02,9.96,0.72,0.24,1018.35,5.38,318.0,,clear-day,Clear,2010,02
900,2010-02-07T12,41.4,30.08,10.0,0.64,0.24,1017.89,2.85,291.0,,clear-day,Clear,2010,02
901,2010-02-07T13,44.62,30.92,10.0,0.58,0.32,1017.23,4.66,283.0,,partly-cloudy-day,Partly Cloudy,2010,02
902,2010-02-07T14,44.86,30.87,10.0,0.58,0.68,1016.16,5.43,317.0,,partly-cloudy-day,Mostly Cloudy,2010,02
903,2010-02-07T15,45.4,31.65,10.0,0.58,0.81,1015.79,6.13,307.0,,partly-cloudy-day,Mostly Cloudy,2010,02
904,2010-02-07T16,46.19,30.07,10.0,0.53,0.75,1015.5,5.86,322.0,,partly-cloudy-day,Mostly Cloudy,2010,02
905,2010-02-07T17,43.79,30.81,10.0,0.6,0.68,1015.8,9.2,301.0,,partly-cloudy-day,Mostly Cloudy,2010,02
906,2010-02-07T18,41.6,30.01,10.0,0.63,0.38,1016.42,10.58,318.0,,partly-cloudy-day,Partly Cloudy,2010,02
907,2010-02-07T19,47.34,33.31,10.0,0.58,0.24,1016.51,6.42,120.0,,clear-night,Clear,2010,02
908,2010-02-07T20,36.22,28.3,9.96,0.73,0.29,1017.77,7.36,319.0,,partly-cloudy-night,Partly Cloudy,2010,02
909,2010-02-07T21,34.4,28.1,9.95,0.77,0.05,1018.08,6.01,310.0,,clear-night,Clear,2010,02
910,2010-02-07T22,33.27,28.07,9.84,0.81,0.04,1018.1,6.43,327.0,,clear-night,Clear,2010,02
911,2010-02-07T23,32.3,27.32,9.67,0.82,0.03,1018.06,5.7,318.0,,clear-night,Clear,2010,02
912,2010-02-08T00,31.18,27.07,9.46,0.85,0.02,1018.27,4.78,315.0,,clear-night,Clear,2010,02
913,2010-02-08T01,30.85,26.91,8.43,0.85,0.23,1018.11,4.67,317.0,,clear-night,Clear,2010,02
914,2010-02-08T02,30.22,26.33,8.0,0.85,0.22,1018.38,5.69,319.0,,clear-night,Clear,2010,02
915,2010-02-08T03,30.0,26.12,7.2,0.85,0.0,1018.0,6.45,338.0,,clear-night,Clear,2010,02
916,2010-02-08T04,28.41,25.92,7.02,0.9,0.21,1017.87,2.96,329.0,,clear-night,Clear,2010,02
917,2010-02-08T05,28.81,25.77,6.68,0.88,0.21,1017.68,4.93,330.0,,clear-night,Clear,2010,02
918,2010-02-08T06,28.5,25.52,6.63,0.88,0.01,1017.75,0.0,,,clear-night,Clear,2010,02
919,2010-02-08T07,28.91,25.6,6.86,0.87,0.21,1018.49,6.0,20.0,,clear-night,Clear,2010,02
920,2010-02-08T08,29.88,26.39,6.25,0.87,0.22,1019.6,4.94,0.0,,clear-day,Clear,2010,02
921,2010-02-08T09,33.24,28.24,6.3,0.82,0.22,1019.78,4.65,107.0,,clear-day,Clear,2010,02
922,2010-02-08T10,36.96,30.25,8.63,0.76,0.52,1020.42,3.0,90.0,,partly-cloudy-day,Partly Cloudy,2010,02
923,2010-02-08T11,40.64,31.11,9.6,0.69,0.55,1020.57,1.85,102.0,,partly-cloudy-day,Partly Cloudy,2010,02
924,2010-02-08T12,43.08,31.53,9.72,0.63,0.57,1020.2,2.99,115.0,,partly-cloudy-day,Partly Cloudy,2010,02
925,2010-02-08T13,45.95,32.28,9.85,0.59,0.61,1019.35,2.59,182.0,,partly-cloudy-day,Mostly Cloudy,2010,02
926,2010-02-08T14,48.48,32.38,9.89,0.54,0.64,1018.14,3.2,128.0,,partly-cloudy-day,Mostly Cloudy,2010,02
927,2010-02-08T15,50.36,33.04,9.77,0.51,0.65,1017.08,6.48,129.0,,partly-cloudy-day,Mostly Cloudy,2010,02
928,2010-02-08T16,51.29,32.94,9.97,0.49,0.62,1016.89,8.13,157.0,,partly-cloudy-day,Mostly Cloudy,2010,02
929,2010-02-08T17,51.2,32.31,10.0,0.48,0.31,1016.95,7.69,143.0,,partly-cloudy-day,Partly Cloudy,2010,02
930,2010-02-08T18,49.88,33.05,10.0,0.52,0.58,1016.72,6.01,141.0,,partly-cloudy-day,Partly Cloudy,2010,02
931,2010-02-08T19,37.44,32.54,9.89,0.82,1.0,1011.64,18.28,298.0,rain,cloudy,Overcast,2010,02
932,2010-02-08T20,45.98,33.81,10.0,0.62,0.52,1016.65,4.77,133.0,,partly-cloudy-night,Partly Cloudy,2010,02
933,2010-02-08T21,44.77,33.42,10.0,0.64,0.53,1016.66,4.83,127.0,,partly-cloudy-night,Partly Cloudy,2010,02
934,2010-02-08T22,42.53,33.49,10.0,0.7,0.61,1017.44,6.43,81.0,,partly-cloudy-night,Mostly Cloudy,2010,02
935,2010-02-08T23,40.82,33.21,9.93,0.74,0.64,1017.69,5.49,89.0,,partly-cloudy-night,Mostly Cloudy,2010,02
936,2010-02-09T00,40.5,33.89,9.8,0.77,0.7,1017.37,6.24,102.0,,partly-cloudy-night,Mostly Cloudy,2010,02
937,2010-02-09T01,42.72,33.89,9.87,0.71,0.65,1016.35,6.05,118.0,,partly-cloudy-night,Mostly Cloudy,2010,02
938,2010-02-09T02,42.74,34.08,10.0,0.71,0.65,1015.6,6.77,126.0,,partly-cloudy-night,Mostly Cloudy,2010,02
939,2010-02-09T03,41.84,34.13,9.38,0.74,0.7,1014.56,8.36,119.0,,partly-cloudy-night,Mostly Cloudy,2010,02
940,2010-02-09T04,41.08,34.88,9.22,0.78,0.77,1014.3,5.49,122.0,,partly-cloudy-night,Mostly Cloudy,2010,02
941,2010-02-09T05,39.91,35.91,8.64,0.85,0.92,1013.46,9.4,92.0,,partly-cloudy-night,Mostly Cloudy,2010,02
942,2010-02-09T06,41.05,35.78,9.97,0.81,0.96,1014.64,5.53,111.0,,cloudy,Overcast,2010,02
943,2010-02-09T07,40.53,35.91,9.91,0.83,0.96,1015.58,5.4,96.0,,cloudy,Overcast,2010,02
944,2010-02-09T08,41.16,36.05,9.57,0.82,0.95,1014.96,6.44,96.0,rain,cloudy,Overcast,2010,02
945,2010-02-09T09,41.07,37.04,7.08,0.85,0.99,1015.05,5.25,106.0,rain,cloudy,Overcast,2010,02
946,2010-02-09T10,41.05,38.15,4.83,0.89,1.0,1014.24,8.72,104.0,rain,rain,Light Rain,2010,02
947,2010-02-09T11,43.15,41.03,2.97,0.92,0.99,1012.06,9.48,144.0,rain,cloudy,Overcast,2010,02
948,2010-02-09T12,44.84,42.86,1.61,0.93,1.0,1011.43,7.44,147.0,rain,fog,Foggy,2010,02
949,2010-02-09T13,44.96,44.44,2.11,0.98,1.0,1010.68,5.9,201.0,rain,rain,Light Rain,2010,02
950,2010-02-09T14,45.23,44.03,2.44,0.96,1.0,1009.78,4.0,211.0,rain,rain,Rain,2010,02
951,2010-02-09T15,46.03,44.68,2.84,0.95,1.0,1009.4,5.33,273.0,rain,rain,Light Rain,2010,02
952,2010-02-09T16,46.61,44.53,3.07,0.92,1.0,1008.91,6.94,259.0,rain,cloudy,Overcast,2010,02
953,2010-02-09T17,45.8,44.28,7.68,0.94,1.0,1009.02,10.13,272.0,,cloudy,Overcast,2010,02
954,2010-02-09T18,42.63,40.27,9.44,0.91,1.0,1010.02,17.97,305.0,,cloudy,Overcast,2010,02
955,2010-02-09T19,31.14,18.23,10.0,0.58,0.54,1018.92,14.23,309.0,,partly-cloudy-night,Partly Cloudy,2010,02
956,2010-02-09T20,36.14,28.5,10.0,0.73,0.46,1012.46,15.59,298.0,,partly-cloudy-night,Partly Cloudy,2010,02
957,2010-02-09T21,34.11,27.0,10.0,0.75,0.28,1013.02,14.31,290.0,,partly-cloudy-night,Partly Cloudy,2010,02
958,2010-02-09T22,32.36,24.58,10.0,0.73,0.33,1013.34,17.64,297.0,,partly-cloudy-night,Partly Cloudy,2010,02
959,2010-02-09T23,31.23,21.96,10.0,0.68,0.37,1013.35,16.25,298.0,,partly-cloudy-night,Partly Cloudy,2010,02
960,2010-02-10T00,30.13,19.88,10.0,0.65,0.29,1013.76,19.78,299.0,,wind,Breezy and Partly Cloudy,2010,02
