,hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year,Month
2922,2010-05-02T18,86.83,65.04,10.0,0.48,0.65,1010.48,20.7,191.0,,wind,Breezy and Mostly Cloudy,2010,05
2923,2010-05-02T19,85.16,65.79,10.0,0.52,0.36,1010.33,19.52,197.0,,wind,Breezy and Partly Cloudy,2010,05
2924,2010-05-02T20,71.93,67.89,9.33,0.87,0.68,1014.23,3.76,142.0,,partly-cloudy-day,Mostly Cloudy,2010,05
2925,2010-05-02T21,81.97,66.4,10.0,0.59,0.69,1011.01,13.42,191.0,,partly-cloudy-night,Mostly Cloudy,2010,05
2926,2010-05-02T22,80.18,67.18,10.0,0.65,0.86,1011.53,14.34,190.0,,partly-cloudy-night,Mostly Cloudy,2010,05
2927,2010-05-02T23,78.41,66.79,9.96,0.68,0.87,1011.99,14.07,191.0,,partly-cloudy-night,Mostly Cloudy,2010,05
2928,2010-05-03T00,77.33,67.79,9.9,0.73,0.68,1011.86,13.73,189.0,,partly-cloudy-night,Mostly Cloudy,2010,05
2929,2010-05-03T01,75.55,67.83,9.85,0.77,0.88,1011.95,13.13,196.0,rain,partly-cloudy-night,Mostly Cloudy,2010,05
2930,2010-05-03T02,75.91,67.87,7.91,0.76,0.99,1011.43,13.95,189.0,rain,cloudy,Overcast,2010,05
2931,2010-05-03T03,74.82,68.16,7.9,0.8,0.99,1011.13,13.19,198.0,rain,cloudy,Overcast,2010,05
2932,2010-05-03T04,72.97,69.71,5.4,0.9,1.0,1011.06,5.91,184.0,rain,rain,Rain,2010,05
2933,2010-05-03T05,72.01,69.76,4.64,0.93,1.0,1011.11,2.65,119.0,rain,rain,Rain,2010,05
2934,2010-05-03T06,70.28,69.77,1.41,0.98,1.0,1010.61,4.87,197.0,rain,rain,Heavy Rain,2010,05
2935,2010-05-03T07,71.37,69.14,2.29,0.93,1.0,1010.84,5.56,235.0,rain,rain,Rain,2010,05
2936,2010-05-03T08,69.92,66.41,2.76,0.89,0.98,1012.71,5.6,255.0,rain,rain,Rain,2010,05
2937,2010-05-03T09,69.14,67.75,6.14,0.95,0.98,1012.67,5.98,212.0,rain,rain,Rain,2010,05
2938,2010-05-03T10,69.84,67.5,5.46,0.92,0.99,1013.42,5.89,256.0,rain,rain,Light Rain,2010,05
2939,2010-05-03T11,69.22,66.92,5.72,0.92,0.95,1013.91,5.24,242.0,rain,rain,Light Rain,2010,05
2940,2010-05-03T12,70.03,67.57,4.16,0.92,0.96,1014.42,2.86,211.0,rain,rain,Rain,2010,05
2941,2010-05-03T13,68.69,66.89,3.89,0.94,0.95,1014.15,3.45,257.0,rain,rain,Rain,2010,05
2942,2010-05-03T14,68.73,66.87,5.67,0.94,0.96,1014.18,2.58,261.0,rain,rain,Drizzle,2010,05
2943,2010-05-03T15,70.38,66.71,6.5,0.88,0.89,1014.0,1.97,181.0,rain,rain,Light Rain,2010,05
2944,2010-05-03T16,70.97,65.91,4.42,0.84,0.95,1013.94,1.81,184.0,,cloudy,Overcast,2010,05
2945,2010-05-03T17,71.03,67.34,4.67,0.88,0.95,1013.49,2.73,169.0,rain,cloudy,Humid and Overcast,2010,05
2946,2010-05-03T18,71.6,66.82,6.63,0.85,0.95,1013.47,1.89,276.0,,cloudy,Overcast,2010,05
2947,2010-05-03T19,72.23,67.68,9.57,0.86,0.88,1013.55,4.62,142.0,rain,partly-cloudy-day,Mostly Cloudy,2010,05
2948,2010-05-03T20,76.53,53.99,10.0,0.46,0.23,1012.47,5.36,270.0,,clear-day,Clear,2010,05
2949,2010-05-03T21,70.17,67.71,9.24,0.92,0.87,1014.25,4.3,160.0,,partly-cloudy-night,Mostly Cloudy,2010,05
2950,2010-05-03T22,70.07,67.65,8.66,0.92,0.89,1014.46,5.83,180.0,,partly-cloudy-night,Mostly Cloudy,2010,05
2951,2010-05-03T23,70.09,67.62,9.34,0.92,0.96,1014.89,4.39,211.0,,cloudy,Overcast,2010,05
2952,2010-05-04T00,69.12,67.74,9.24,0.95,0.99,1014.87,5.83,230.0,,cloudy,Overcast,2010,05
2953,2010-05-04T01,69.11,66.71,9.23,0.92,1.0,1014.76,7.88,230.0,,cloudy,Overcast,2010,05
2954,2010-05-04T02,68.87,66.56,6.61,0.92,1.0,1014.69,6.18,283.0,,cloudy,Overcast,2010,05
2955,2010-05-04T03,67.99,65.73,6.56,0.92,0.98,1014.57,5.68,284.0,,cloudy,Overcast,2010,05
2956,2010-05-04T04,66.67,65.58,4.51,0.96,0.65,1014.16,5.54,270.0,,partly-cloudy-night,Mostly Cloudy,2010,05
2957,2010-05-04T05,66.59,64.51,4.21,0.93,0.78,1014.0,7.06,280.0,,partly-cloudy-night,Mostly Cloudy,2010,05
2958,2010-05-04T06,64.16,63.78,2.22,0.99,0.78,1014.48,4.69,289.0,,partly-cloudy-night,Mostly Cloudy,2010,05
2959,2010-05-04T07,64.7,62.99,1.89,0.94,0.51,1014.73,5.4,313.0,,fog,Foggy,2010,05
2960,2010-05-04T08,64.9,62.9,2.83,0.93,0.76,1015.67,4.78,304.0,,partly-cloudy-day,Mostly Cloudy,2010,05
2961,2010-05-04T09,65.96,63.57,3.74,0.92,0.59,1016.05,2.78,299.0,,partly-cloudy-day,Partly Cloudy,2010,05
2962,2010-05-04T10,71.41,62.67,9.35,0.74,0.57,1015.71,5.41,359.0,,partly-cloudy-day,Partly Cloudy,2010,05
2963,2010-05-04T11,74.79,58.8,9.94,0.58,0.54,1014.83,9.33,1.0,,partly-cloudy-day,Partly Cloudy,2010,05
2964,2010-05-04T12,77.64,54.64,10.0,0.45,0.54,1015.05,9.29,28.0,,partly-cloudy-day,Partly Cloudy,2010,05
2965,2010-05-04T13,78.19,52.35,10.0,0.41,0.26,1014.45,9.74,14.0,,partly-cloudy-day,Partly Cloudy,2010,05
2966,2010-05-04T14,78.1,51.0,10.0,0.39,0.52,1014.59,6.82,11.0,,partly-cloudy-day,Partly Cloudy,2010,05
2967,2010-05-04T15,80.5,52.33,10.0,0.38,0.23,1013.33,8.15,51.0,,clear-day,Clear,2010,05
2968,2010-05-04T16,81.4,49.97,10.0,0.34,0.24,1012.55,9.87,30.0,,clear-day,Clear,2010,05
2969,2010-05-04T17,81.55,48.01,10.0,0.31,0.24,1012.35,5.1,43.0,,clear-day,Clear,2010,05
2970,2010-05-04T18,81.41,50.63,10.0,0.34,0.23,1012.53,5.14,24.0,,clear-day,Clear,2010,05
2971,2010-05-04T19,80.88,51.95,10.0,0.37,0.23,1012.45,3.41,283.0,,clear-day,Clear,2010,05
2972,2010-05-04T20,78.84,60.48,10.0,0.53,0.24,1013.09,7.04,172.0,,clear-day,Clear,2010,05
2973,2010-05-04T21,74.05,54.83,10.0,0.51,0.02,1013.0,1.61,278.0,,clear-night,Clear,2010,05
2974,2010-05-04T22,70.71,55.72,10.0,0.59,0.0,1013.68,5.72,289.0,,clear-night,Clear,2010,05
2975,2010-05-04T23,69.7,55.5,10.0,0.61,0.0,1013.84,4.63,279.0,,clear-night,Clear,2010,05
2976,2010-05-05T00,69.1,54.89,9.95,0.61,0.0,1013.67,6.61,299.0,,clear-night,Clear,2010,05
2977,2010-05-05T01,65.19,57.16,9.87,0.75,0.0,1013.63,3.0,240.0,,clear-night,Clear,2010,05
2978,2010-05-05T02,64.01,55.9,9.83,0.75,0.0,1013.43,3.0,230.0,,clear-night,Clear,2010,05
2979,2010-05-05T03,63.14,55.56,9.77,0.76,0.0,1013.24,0.0,,,clear-night,Clear,2010,05
2980,2010-05-05T04,62.65,55.29,9.36,0.77,0.0,1013.07,,,,clear-night,Clear,2010,05
2981,2010-05-05T05,61.18,55.1,9.54,0.8,0.0,1013.34,0.0,,,clear-night,Clear,2010,05
2982,2010-05-05T06,60.33,53.42,9.42,0.78,0.0,1013.51,5.85,341.0,,clear-night,Clear,2010,05
2983,2010-05-05T07,61.34,54.19,9.27,0.77,0.0,1014.0,4.91,10.0,,clear-day,Clear,2010,05
2984,2010-05-05T08,63.97,56.38,9.86,0.76,0.0,1014.79,3.0,10.0,,clear-day,Clear,2010,05
2985,2010-05-05T09,67.05,58.48,9.93,0.74,0.01,1015.3,4.37,133.0,,clear-day,Clear,2010,05
2986,2010-05-05T10,72.39,58.55,10.0,0.62,0.0,1015.47,4.84,102.0,,clear-day,Clear,2010,05
2987,2010-05-05T11,75.73,59.18,10.0,0.57,0.0,1015.31,5.52,79.0,,clear-day,Clear,2010,05
2988,2010-05-05T12,79.36,57.25,10.0,0.47,0.21,1015.21,7.0,154.0,,clear-day,Clear,2010,05
2989,2010-05-05T13,81.32,57.29,10.0,0.44,0.23,1014.88,7.81,141.0,,clear-day,Clear,2010,05
2990,2010-05-05T14,82.38,58.92,10.0,0.45,0.26,1014.29,6.78,142.0,,partly-cloudy-day,Partly Cloudy,2010,05
2991,2010-05-05T15,82.68,59.4,10.0,0.45,0.31,1013.77,7.71,118.0,,partly-cloudy-day,Partly Cloudy,2010,05
2992,2010-05-05T16,83.22,59.64,10.0,0.45,0.3,1013.36,6.76,130.0,,partly-cloudy-day,Partly Cloudy,2010,05
2993,2010-05-05T17,82.7,57.89,10.0,0.43,0.26,1012.84,4.97,152.0,,partly-cloudy-day,Partly Cloudy,2010,05
2994,2010-05-05T18,83.12,58.35,10.0,0.43,0.24,1012.77,7.53,188.0,,clear-day,Clear,2010,05
2995,2010-05-05T19,81.26,59.2,10.0,0.47,0.24,1012.96,7.0,179.0,,clear-day,Clear,2010,05
2996,2010-05-05T20,80.65,60.2,9.96,0.5,0.25,1013.11,5.48,250.0,,partly-cloudy-day,Partly Cloudy,2010,05
2997,2010-05-05T21,74.78,61.34,10.0,0.63,0.25,1013.76,5.63,189.0,,partly-cloudy-night,Partly Cloudy,2010,05
2998,2010-05-05T22,72.47,61.36,9.74,0.68,0.24,1014.24,5.62,189.0,,clear-night,Clear,2010,05
2999,2010-05-05T23,71.83,61.34,9.56,0.7,0.01,1014.54,7.28,180.0,,clear-night,Clear,2010,05
3000,2010-05-06T00,69.91,61.31,9.4,0.74,0.0,1014.2,4.91,190.0,,clear-night,Clear,2010,05
3001,2010-05-06T01,68.04,61.69,9.25,0.8,0.0,1014.38,6.0,210.0,,clear-night,Clear,2010,05
3002,2010-05-06T02,66.96,61.54,9.09,0.83,0.0,1014.38,6.92,201.0,,clear-night,Clear,2010,05
3003,2010-05-06T03,65.87,61.4,9.02,0.86,0.0,1013.82,4.92,211.0,,clear-night,Clear,2010,05
3004,2010-05-06T04,64.96,61.21,8.97,0.88,0.0,1013.82,3.71,267.0,,clear-night,Clear,2010,05
3005,2010-05-06T05,64.68,61.07,8.83,0.88,0.0,1013.93,5.91,231.0,,clear-night,Clear,2010,05
3006,2010-05-06T06,64.46,60.27,8.84,0.86,0.23,1014.13,2.95,262.0,,clear-night,Clear,2010,05
3007,2010-05-06T07,63.61,60.03,8.82,0.88,0.0,1014.45,5.93,300.0,,clear-day,Clear,2010,05
3008,2010-05-06T08,66.64,62.34,9.05,0.86,0.0,1014.83,4.85,280.0,,clear-day,Clear,2010,05
3009,2010-05-06T09,72.06,63.19,9.43,0.74,0.0,1014.9,3.15,261.0,,clear-day,Clear,2010,05
3010,2010-05-06T10,76.78,62.33,9.75,0.61,0.0,1014.89,6.41,306.0,,clear-day,Clear,2010,05
3011,2010-05-06T11,79.34,60.23,10.0,0.52,0.0,1015.16,6.55,287.0,,clear-day,Clear,2010,05
3012,2010-05-06T12,81.45,60.9,10.0,0.5,0.23,1015.15,4.0,274.0,,clear-day,Clear,2010,05
3013,2010-05-06T13,82.51,59.72,10.0,0.46,0.29,1014.75,4.87,338.0,,partly-cloudy-day,Partly Cloudy,2010,05
3014,2010-05-06T14,84.14,59.44,10.0,0.43,0.3,1014.36,1.89,311.0,,partly-cloudy-day,Partly Cloudy,2010,05
3015,2010-05-06T15,85.07,58.64,10.0,0.41,0.29,1014.14,5.97,318.0,,partly-cloudy-day,Partly Cloudy,2010,05
3016,2010-05-06T16,85.21,59.8,10.0,0.42,0.31,1013.55,7.2,291.0,,partly-cloudy-day,Partly Cloudy,2010,05
3017,2010-05-06T17,85.19,59.95,10.0,0.43,0.32,1013.07,7.58,284.0,,partly-cloudy-day,Partly Cloudy,2010,05
3018,2010-05-06T18,85.06,59.47,10.0,0.42,0.3,1012.86,5.06,249.0,,partly-cloudy-day,Partly Cloudy,2010,05
3019,2010-05-06T19,83.29,60.33,10.0,0.46,0.26,1012.97,7.8,279.0,,partly-cloudy-day,Partly Cloudy,2010,05
3020,2010-05-06T20,81.19,63.9,9.9,0.56,0.01,1013.03,9.0,208.0,,clear-day,Clear,2010,05
3021,2010-05-06T21,78.67,61.39,9.97,0.56,0.22,1013.41,4.73,255.0,,clear-night,Clear,2010,05
3022,2010-05-06T22,75.86,62.05,9.76,0.62,0.22,1014.11,3.82,272.0,,clear-night,Clear,2010,05
3023,2010-05-06T23,73.33,62.67,8.91,0.69,0.0,1014.57,3.0,240.0,,clear-night,Clear,2010,05
3024,2010-05-07T00,71.45,62.23,9.32,0.73,0.0,1014.49,3.18,265.0,,clear-night,Clear,2010,05
3025,2010-05-07T01,71.06,63.05,9.07,0.76,0.0,1014.48,3.93,270.0,,clear-night,Clear,2010,05
3026,2010-05-07T02,69.35,62.06,7.99,0.78,0.0,1014.3,2.97,270.0,,clear-night,Clear,2010,05
3027,2010-05-07T03,68.37,61.9,7.46,0.8,0.0,1013.8,3.0,330.0,,clear-night,Clear,2010,05
3028,2010-05-07T04,67.19,61.58,7.21,0.82,0.0,1013.71,,,,clear-night,Clear,2010,05
3029,2010-05-07T05,66.98,62.06,7.87,0.84,0.0,1013.82,2.93,250.0,,clear-night,Clear,2010,05
3030,2010-05-07T06,66.67,61.04,8.06,0.82,0.0,1014.01,0.0,,,clear-night,Clear,2010,05
3031,2010-05-07T07,66.61,61.13,6.04,0.83,0.0,1014.45,,,,clear-day,Clear,2010,05
3032,2010-05-07T08,68.92,62.82,6.85,0.81,0.0,1015.2,,,,clear-day,Clear,2010,05
3033,2010-05-07T09,71.78,64.05,7.72,0.77,0.0,1015.7,1.18,70.0,,clear-day,Clear,2010,05
3034,2010-05-07T10,76.85,64.5,9.19,0.66,0.01,1015.9,4.84,219.0,,clear-day,Clear,2010,05
3035,2010-05-07T11,80.09,64.16,9.56,0.58,0.02,1015.88,7.39,205.0,,clear-day,Clear,2010,05
3036,2010-05-07T12,82.77,63.16,9.75,0.52,0.34,1015.98,8.89,213.0,,partly-cloudy-day,Partly Cloudy,2010,05
3037,2010-05-07T13,83.91,63.06,9.82,0.5,0.31,1015.47,9.93,200.0,,partly-cloudy-day,Partly Cloudy,2010,05
3038,2010-05-07T14,84.41,62.93,9.83,0.49,0.3,1015.03,9.68,207.0,,partly-cloudy-day,Partly Cloudy,2010,05
3039,2010-05-07T15,84.62,63.04,9.85,0.49,0.26,1014.43,12.79,193.0,,partly-cloudy-day,Partly Cloudy,2010,05
3040,2010-05-07T16,85.57,63.93,9.91,0.49,0.24,1014.02,12.46,191.0,,clear-day,Clear,2010,05
3041,2010-05-07T17,86.23,63.08,9.96,0.46,0.24,1013.45,11.98,225.0,,clear-day,Clear,2010,05
3042,2010-05-07T18,85.27,63.33,9.96,0.48,0.02,1013.13,11.65,203.0,,clear-day,Clear,2010,05
3043,2010-05-07T19,83.39,63.95,9.96,0.52,0.02,1012.86,11.26,193.0,,clear-day,Clear,2010,05
3044,2010-05-07T20,69.61,36.15,10.0,0.29,0.22,1016.96,11.09,318.0,,clear-day,Clear,2010,05
3045,2010-05-07T21,78.2,64.62,10.0,0.63,0.0,1013.12,8.8,200.0,,clear-night,Clear,2010,05
3046,2010-05-07T22,76.97,64.04,10.0,0.64,0.0,1013.22,7.36,198.0,,clear-night,Clear,2010,05
3047,2010-05-07T23,74.96,64.28,9.98,0.69,0.0,1013.55,8.71,210.0,,clear-night,Clear,2010,05
3048,2010-05-08T00,73.04,64.9,9.96,0.76,0.0,1013.74,6.23,230.0,,clear-night,Clear,2010,05
3049,2010-05-08T01,72.75,64.95,9.88,0.77,0.0,1013.56,8.0,229.0,,clear-night,Clear,2010,05
3050,2010-05-08T02,72.56,64.94,9.9,0.77,0.22,1013.42,6.77,230.0,,clear-night,Clear,2010,05
3051,2010-05-08T03,71.75,65.6,9.93,0.81,0.25,1012.68,8.38,230.0,,partly-cloudy-night,Partly Cloudy,2010,05
3052,2010-05-08T04,71.67,65.67,9.65,0.81,0.23,1012.24,9.96,238.0,,clear-night,Clear,2010,05
3053,2010-05-08T05,70.83,66.55,9.5,0.86,0.27,1012.28,11.3,239.0,,partly-cloudy-night,Partly Cloudy,2010,05
3054,2010-05-08T06,70.1,66.64,9.46,0.89,0.63,1012.65,9.12,258.0,,partly-cloudy-night,Mostly Cloudy,2010,05
3055,2010-05-08T07,70.16,66.6,6.94,0.89,0.3,1013.04,8.93,257.0,,partly-cloudy-day,Partly Cloudy,2010,05
3056,2010-05-08T08,71.01,66.5,7.05,0.86,0.34,1013.6,7.76,271.0,,partly-cloudy-day,Partly Cloudy,2010,05
3057,2010-05-08T09,72.48,63.29,8.96,0.73,0.67,1014.22,18.73,326.0,,wind,Breezy and Mostly Cloudy,2010,05
3058,2010-05-08T10,72.53,60.34,9.09,0.66,0.27,1015.19,14.64,316.0,,partly-cloudy-day,Partly Cloudy,2010,05
3059,2010-05-08T11,72.78,56.17,10.0,0.56,0.23,1015.63,11.1,302.0,,clear-day,Clear,2010,05
3060,2010-05-08T12,73.68,52.81,10.0,0.48,0.23,1016.47,17.15,310.0,,clear-day,Clear,2010,05
3061,2010-05-08T13,73.94,50.31,10.0,0.43,0.23,1016.88,14.22,324.0,,clear-day,Clear,2010,05
3062,2010-05-08T14,74.29,45.78,10.0,0.36,0.53,1016.62,13.53,307.0,,partly-cloudy-day,Partly Cloudy,2010,05
3063,2010-05-08T15,75.25,48.05,10.0,0.38,0.56,1016.4,13.95,277.0,,partly-cloudy-day,Partly Cloudy,2010,05
3064,2010-05-08T16,75.81,45.87,10.0,0.35,0.55,1016.04,17.77,316.0,,partly-cloudy-day,Partly Cloudy,2010,05
3065,2010-05-08T17,74.36,43.42,10.0,0.33,0.55,1016.11,16.11,284.0,,partly-cloudy-day,Partly Cloudy,2010,05
3066,2010-05-08T18,74.74,38.55,10.0,0.27,0.22,1016.43,17.85,324.0,,clear-day,Clear,2010,05
3067,2010-05-08T19,72.74,36.49,10.0,0.27,0.22,1016.63,15.22,317.0,,clear-day,Clear,2010,05
3068,2010-05-08T20,63.03,41.65,10.0,0.46,0.24,1022.45,7.7,304.0,,clear-day,Clear,2010,05
3069,2010-05-08T21,66.52,37.19,9.92,0.34,0.21,1017.77,10.52,327.0,,clear-night,Clear,2010,05
3070,2010-05-08T22,64.28,37.45,10.0,0.37,0.0,1018.75,10.2,328.0,,clear-night,Clear,2010,05
3071,2010-05-08T23,62.27,37.33,10.0,0.4,0.0,1019.67,10.05,328.0,,clear-night,Clear,2010,05
3072,2010-05-09T00,60.57,35.84,10.0,0.4,0.0,1020.05,11.27,337.0,,clear-night,Clear,2010,05
3073,2010-05-09T01,58.49,35.75,10.0,0.42,0.0,1020.15,11.5,338.0,,clear-night,Clear,2010,05
3074,2010-05-09T02,56.78,36.4,10.0,0.46,0.0,1020.36,11.03,339.0,,clear-night,Clear,2010,05
3075,2010-05-09T03,54.94,37.42,10.0,0.52,0.0,1020.3,9.24,331.0,,clear-night,Clear,2010,05
3076,2010-05-09T04,53.81,38.22,10.0,0.55,0.22,1020.56,8.85,331.0,,clear-night,Clear,2010,05
3077,2010-05-09T05,52.64,38.22,10.0,0.58,0.22,1021.17,10.73,330.0,,clear-night,Clear,2010,05
3078,2010-05-09T06,50.91,38.07,10.0,0.61,0.0,1021.59,8.5,339.0,,clear-night,Clear,2010,05
3079,2010-05-09T07,49.75,37.91,10.0,0.64,0.02,1022.58,7.79,331.0,,clear-day,Clear,2010,05
3080,2010-05-09T08,50.8,38.21,10.0,0.62,0.24,1023.2,7.45,347.0,,clear-day,Clear,2010,05
3081,2010-05-09T09,54.02,38.88,10.0,0.56,0.23,1023.87,9.88,350.0,,clear-day,Clear,2010,05
3082,2010-05-09T10,57.21,35.92,10.0,0.45,0.25,1023.89,11.0,8.0,,partly-cloudy-day,Partly Cloudy,2010,05
3083,2010-05-09T11,60.81,37.19,10.0,0.41,0.25,1024.26,9.41,349.0,,partly-cloudy-day,Partly Cloudy,2010,05
3084,2010-05-09T12,63.09,38.06,10.0,0.39,0.25,1024.17,4.59,315.0,,partly-cloudy-day,Partly Cloudy,2010,05
3085,2010-05-09T13,65.87,38.14,10.0,0.36,0.23,1023.74,7.38,315.0,,clear-day,Clear,2010,05
3086,2010-05-09T14,67.32,37.67,10.0,0.34,0.26,1023.33,6.14,327.0,,partly-cloudy-day,Partly Cloudy,2010,05
3087,2010-05-09T15,69.66,39.79,10.0,0.34,0.59,1022.96,9.02,301.0,,partly-cloudy-day,Partly Cloudy,2010,05
3088,2010-05-09T16,69.51,39.97,10.0,0.34,0.61,1022.53,10.91,318.0,,partly-cloudy-day,Mostly Cloudy,2010,05
3089,2010-05-09T17,67.9,37.76,10.0,0.33,0.59,1022.06,12.51,335.0,,partly-cloudy-day,Partly Cloudy,2010,05
3090,2010-05-09T18,66.42,39.01,10.0,0.37,0.61,1022.29,11.25,324.0,,partly-cloudy-day,Mostly Cloudy,2010,05
3091,2010-05-09T19,64.64,39.85,10.0,0.4,0.54,1022.27,9.81,325.0,,partly-cloudy-day,Partly Cloudy,2010,05
3092,2010-05-09T20,56.88,53.95,7.38,0.9,0.99,1024.1,10.53,88.0,,cloudy,Overcast,2010,05
3093,2010-05-09T21,59.69,41.02,10.0,0.5,0.01,1022.84,6.43,317.0,,clear-night,Clear,2010,05
3094,2010-05-09T22,58.42,40.86,10.0,0.52,0.01,1023.26,7.42,318.0,,clear-night,Clear,2010,05
3095,2010-05-09T23,57.13,41.78,10.0,0.56,0.0,1023.52,7.5,320.0,,clear-night,Clear,2010,05
3096,2010-05-10T00,55.31,42.19,10.0,0.61,0.0,1023.07,6.42,313.0,,clear-night,Clear,2010,05
